lat,lon,industries_count
23.392470683810526,70.22320658057964,18
22.31054546165143,70.90809328935643,17
22.598120972260627,69.80168599610492,17
22.724578779216714,69.57918522768466,1
22.77449421594816,69.2527594594605,4
23.28097933126951,69.61600002994129,11
22.80291202896164,69.24820052040704,9
22.736322954870335,68.90177736004519,9
23.309227978272506,70.78169629067104,3
23.100326185943395,69.82445339963769,6
22.432214777009673,71.09573343561456,6
22.226422311260585,69.38035578166375,10
22.38815011240004,69.585595695648,10
22.775390124905893,69.41231549412144,17
22.17697311241479,69.47962196750362,15
22.845376523581233,70.23680187210472,4
22.73540084510483,70.08316198313219,10
21.528740483844718,70.23770471270888,8
22.096912406866352,70.47113579607597,1
21.357124878157926,70.35367752208374,17
22.628048469477847,69.295755127779,12
23.337006822673,69.53809071816548,12
21.854671022286,69.86074140503581,13
22.13885659010332,71.66391667238159,14
22.71813106636341,70.18620007106568,8
22.268123485573287,69.8533444042034,14
22.265663616466604,70.13663736087287,7
23.07079705308658,69.49844297279456,17
22.55255227771354,69.93121275550115,11
22.05663755630101,70.27733109240503,1
21.756142054971452,69.78550215772933,8
23.904203885031865,69.4217233729764,13
23.364154527281336,69.76106297366015,17
22.574183326968992,69.64021169570191,12
22.84392900583197,69.12143629016455,16
22.555734468951506,69.5142239199037,10
23.055228365395624,69.10359360683478,16
22.37289281614106,69.18160255475199,3
22.52841339176159,69.22952775606676,1
23.02770042009725,70.27672564911293,19
23.526929552223205,70.54458253167975,8
23.17070754733105,69.03196016148088,16
23.416956938795465,70.59009183313724,15
22.64379133124441,69.23670291351972,7
22.488494796311528,70.17344004698617,2
21.830809430459038,69.92927928538315,13
22.836099178670644,70.11792577235643,5
22.989523515678222,69.21712847359451,10
22.6499973021364,68.89382135866394,8
22.411649336950134,69.39854579493371,13
23.42170171992157,70.01343432498032,19
23.115902138598326,70.77845208774292,6
23.456412725259508,69.28513820115695,18
22.3232104524919,69.75058125667584,8
22.44588293672599,69.4254604007452,9
23.4015886216258,69.79138690861183,17
22.776326460122107,68.83460731948517,4
22.515447944160723,70.54902166769494,18
22.55024248811858,69.81201803914315,6
22.794459736932847,70.25858283199304,11
23.301475907917705,69.68389898831545,10
22.719743573954208,69.89531403806347,11
23.195266415088888,70.36443624632336,8
23.033688888423026,69.86585841154711,3
22.360830479909513,69.88385316205772,2
22.360435316006438,69.40302947868724,18
22.57486670403426,69.53278821916045,2
22.131581172668866,69.29359218107953,12
22.542930572100303,69.43099120576017,5
23.556716708365695,70.42561455523209,4
22.784304832086317,70.70430465500357,16
22.416773666956274,69.17636255768531,14
23.75787232591024,69.99758589251839,2
22.3346913401369,69.64115430489977,7
22.319058516597305,70.49848428335788,11
23.41474284090335,69.86743010908896,12
23.13065902980016,69.79626214762956,5
22.734970573736806,69.42761534392012,16
23.21595444999458,69.03410998045379,7
22.950300000614583,70.18046924137474,8
22.20690379213059,69.97648928737571,4
21.60120764649285,69.98872207026021,4
22.516327424146354,69.5003364486707,6
23.34246241794914,69.72711577724498,2
22.585764955826694,70.1955354930568,9
23.030048599174624,70.29105631486556,8
22.892242724222534,69.21076419204073,18
21.9532498526928,69.4833259647493,12
22.596802153146843,69.10505828896393,16
22.97943966522329,69.90063220629668,1
22.406426872247817,70.24216915605162,4
22.618730921486026,69.66064224147529,14
22.995873546048557,69.46857168450013,18
22.836314999571492,69.63234907309734,5
23.32345487046236,70.95315665748824,3
22.99183545658174,70.39596404996178,19
22.322075000798993,70.16549858636483,12
22.561226643035234,69.96003394779133,19
22.81014814211314,69.79362926769048,11
23.46920753825702,69.3466839179523,9
22.56323718485885,69.26915478784598,5
21.933715598800987,69.5160446617434,10
23.020283451745595,69.32311006009898,9
22.422200875828,69.49609351899008,13
22.157349340212516,69.7490521869402,8
22.80940150641292,69.78734920571851,13
23.28643382090415,69.48980936230777,18
22.51305973016949,70.0476047773201,9
23.048286943591314,69.7054968139258,9
23.140956831521216,69.90734931558909,2
23.195898246833316,69.4277048075332,7
22.4338638451907,70.146436277255,5
22.239458971033308,69.53257694987421,6
22.307623447520704,70.60427711836932,13
23.195487336061234,69.68750432295441,18
23.133696577335407,69.75265796925274,3
22.321424699649832,70.0967942431711,10
23.866322013171818,70.20592509672748,3
22.261818016706417,70.25979684009566,1
23.299732042350364,70.68779401650698,6
23.559832719602607,70.13094276170202,16
22.854878802996684,69.76650675557764,17
22.415138078209587,69.53517704229908,16
22.42606098627583,69.73308585840016,10
22.668954899818562,70.54200824521443,7
23.340435389034017,69.10651684848881,8
22.200062093650075,69.39049594177045,3
21.88061698379361,69.69050662823322,5
22.981027495284653,69.38384226522663,19
23.09080637562954,69.59561400757892,7
23.783984723399634,70.70311726917325,18
22.108840512366637,69.65095348018502,18
22.73259669401888,70.00582428258147,6
23.38091871606024,68.97090157500213,5
22.860431083801366,69.24878136534076,6
22.70228040546924,70.26634180481099,6
23.19495274846477,70.63401421927244,11
22.500305517896702,69.91070529864426,17
23.225705420977075,69.64699187030516,9
22.173218403904862,70.04808081544441,16
22.040284148358552,68.50128274189062,10
22.663205990543837,69.91456067175902,15
21.518355106551716,69.27694469994624,8
22.842349818356453,70.19704649111202,14
21.933719328647644,68.70385054590953,16
22.94121026028319,69.48581201204536,19
22.892729719058472,69.779512080946,3
22.766018806917593,69.41910440852202,13
23.018204333769045,69.61225779990593,9
22.902098734307046,70.25221717533825,12
22.653499698334365,69.78775199274136,5
23.715503490238568,69.33470959751772,19
22.996655346776222,70.27020003300389,7
23.18595404365544,69.92549043453558,7
23.336539871986297,69.9462437397925,19
23.134074689521047,69.35374448738594,8
23.831416459462403,68.52619666366897,6
22.883003442410597,69.34693438332181,3
22.79651932708197,69.29606571098226,1
22.47521395609669,69.49335152140964,6
22.671863031720008,69.37907216700384,19
22.43438771547442,69.85634925452348,13
23.138605956500772,70.24043873552284,17
22.343841876340683,70.33808071367643,18
22.836896084949064,70.2186059291818,6
23.07977346715119,69.35118751209414,11
22.875161943297613,69.82945039665992,6
22.352042562215036,70.58258292408502,7
23.149472457002993,69.00763283351354,1
22.757330145732027,70.47411502221256,8
21.363643891776775,69.30194833180516,14
22.30832415470831,69.94688264379204,1
23.500566118201366,70.0063925584845,5
23.542160920757343,69.89495651828473,5
23.0630556050326,70.91423644710129,14
23.192034488479166,69.64958404976436,7
22.410853009371067,68.98025606253817,17
22.66992779063047,69.97822353376343,11
23.417683300229818,69.71498000763776,7
23.01295762128104,70.07740060410958,1
22.832474191943525,70.24104762093687,15
22.70659572855349,69.78315516414777,19
23.387236000617353,70.01815521532114,10
23.361016076775073,69.8721189661185,9
23.12483587538438,70.69594372203736,13
22.83313753304128,69.61471912356616,13
22.621621757116607,69.45646490099507,6
23.146506859842358,70.2403654515556,8
22.24904507751276,69.33541009232864,12
22.352715076206728,69.99607890279127,2
22.074454319607533,69.71520542316541,16
23.417614888996564,69.74933965772902,12
22.43966668793533,71.01865231200509,18
23.002003893375814,70.41704337246111,3
22.737221239645237,70.31078976665971,18
24.24876949506097,70.06528532023849,11
23.020952727017917,69.45424293927991,5
21.86892962037733,69.93074084336885,13
23.387717878298293,70.09166215041434,10
22.60642451819716,69.89949271506968,15
22.699536099025472,69.84737516367198,6
22.46374386849498,69.60127535060529,16
22.897806259319232,69.93672932484064,8
22.891256568837413,69.53721432427324,3
22.477261411175686,70.15171158978363,5
22.545927739756788,68.79211439942118,15
22.85064306654416,70.47937178322496,3
21.62863425674497,69.14416704906606,15
22.079251264748148,69.26637248796521,2
23.63499604804901,70.00442709281084,12
22.963910472160123,70.06997091517732,5
22.537545506629613,70.83913898820218,9
21.951958584231583,69.94814226465456,4
22.77184191752676,69.77977261700359,7
23.292596045890555,69.89564968927141,16
24.119603052324972,70.59524388064389,13
23.746028212497848,71.01219999533218,2
22.356530989935735,69.7075998505455,2
22.552100234307854,70.07138620808605,9
22.064250384881664,69.76280540775224,15
22.379172466688026,69.75286682937306,4
22.693578418437625,70.73952531193238,17
22.61643150168693,69.33713413806825,9
23.827283653289715,68.63285939555833,15
22.142321528761894,69.95872217952328,1
22.77745277540605,70.40050326438103,2
21.768270118851678,69.90994831312551,9
22.965445390243868,70.051101775604,11
22.129147329662025,70.17619669056344,19
23.351313154191395,69.8554555367048,1
22.654487053492353,70.07815381172416,19
22.099007865858553,70.06980594932682,9
21.74864912322102,68.82069770138025,2
22.310681255695165,69.85693344686489,5
22.91969044537142,69.01360858352025,17
23.01075682357823,69.78091424744629,1
22.550781009413363,69.55235952558029,14
23.262898521716487,70.31700562718392,12
22.232128553552464,69.922206379605,10
21.336470078745716,70.03659642304412,19
22.94127682537125,69.70427464101887,15
23.445047906341692,70.32609063130317,1
23.44966683682887,69.00133732973863,1
22.150095379692335,69.35224877393932,11
22.527653406339223,70.4431535608044,11
23.161910007870254,69.5821757504339,5
22.486446946020614,68.72708399741455,3
22.85269243030425,70.52632063830694,11
22.44178005209486,70.3384680356799,4
22.255305621269315,70.15548470330536,6
22.351813174296623,69.84720300347585,18
23.277862596475618,70.63037350907935,7
22.806891382315438,70.42930921453124,4
23.43594081920278,70.573928034396,14
23.06021034747721,70.14775024022362,8
23.60323261574047,69.86139792562554,11
23.209034096479368,69.6004175644926,14
23.179670415123354,69.16553807876706,3
22.73975605068216,70.05102280773318,11
24.304603288248327,70.0926786673978,4
22.856349109947267,69.62510933404633,9
21.81328831543706,70.10684051405832,5
22.934016769806984,69.63391108420042,13
22.308853878381285,70.23371384567348,4
23.308510760800807,69.35894635342864,7
23.16290837909047,69.27244423249564,2
22.704243175033675,69.67971063639067,19
22.35605349327842,70.21439269775114,7
22.873212863360404,69.22060726767049,9
22.479383096071473,70.32484350950459,19
23.19390199639192,68.97870593280739,2
23.078007857129023,69.67662706220285,16
24.26798329624672,69.09346193644868,6
22.577442730674537,68.49505031790838,19
22.648287185757678,69.98322590238763,18
22.722612163031613,69.71109444568444,17
22.74450723286446,69.10145053358475,11
23.31353946898074,69.54169307100761,4
22.661827177468936,70.02091261346466,8
23.78619085807175,69.6159251665054,18
23.09113755486285,69.7006594422158,13
22.557131976005987,69.60077171483847,8
22.429377157509666,69.50884893428501,10
23.320436096704228,69.50233136262845,18
22.814260075943405,69.48765131685212,18
22.80453002687838,69.42342856196346,17
22.50075988678794,69.2913527011546,16
22.769277159539747,69.61014384114108,6
22.480522574598616,69.48003607383599,14
23.480855728113,69.26415068474215,5
23.1585300761277,70.18300732767847,15
22.712615580349613,70.41631798595836,13
22.705265958473635,69.7999486126983,16
22.84608708411961,69.83323649396542,16
22.797229880563933,69.4537180170652,17
22.321531910345417,70.3335156783955,5
21.84961293580751,70.66909055753817,11
22.401149666779485,69.71810308548717,15
22.735741254667484,69.53927673580374,3
22.431083401141255,69.97073763297742,8
23.209669015197786,69.86446552201919,3
22.685423432049625,69.54992226227135,4
23.736786787514312,70.03559791651617,14
22.519252870885428,70.26907880369495,6
22.870358399350778,69.40709079933761,4
22.655569121915107,71.0710169898578,12
23.01988902886741,69.03352892145108,2
23.332875564498522,69.37415463682954,18
23.10414047946355,69.91698401515117,14
21.78460186526697,70.92343655918827,8
23.049930805236436,69.51870465415969,8
22.294560928859482,69.2671268437022,12
22.645115410791863,70.07462073921437,1
23.144664593418668,69.67570279614097,1
22.24011954579248,70.13262784747721,4
23.377974003742526,69.76460972504978,17
22.623307050224383,69.37141672893502,10
23.885468686459056,70.97443798520712,1
22.834338912896882,68.32280470045964,11
23.652671371325887,70.71011937517488,17
23.398839612266755,70.26663095211696,10
22.49444745897275,69.42720535423639,6
22.14915463618324,70.73621005241688,4
22.856813680618774,69.11429040037787,13
22.50867844073891,70.30405548100376,11
23.589859390043504,68.75867744347644,5
22.676570414163688,69.22706090351481,14
22.649798020740615,69.22581908717606,2
22.102050769631493,69.4246716697856,3
23.009608506539884,69.80579055768932,3
22.212888859026584,69.38701181794592,11
23.02121845644036,68.78179452415111,9
23.090045863249003,70.03172538435034,19
22.42516244401282,69.82447546146373,10
23.278289965508858,70.00446367044908,6
22.662562280354383,69.88595895463298,6
22.06437815204789,70.27711764099259,1
23.572643670156847,69.76225882341944,1
22.33826471296284,70.30626031740515,19
23.05353527063324,69.41215167594939,3
23.012897237023623,69.44066481033057,6
22.994592336962175,70.48801969769909,2
22.985930957965067,70.47783432911365,15
22.31490618172,70.08687107139042,12
23.64567480075136,69.3554460435701,10
23.27812457510032,69.31518378235212,19
23.0375283656252,70.46403198118064,13
22.133511882242185,70.43633246378907,3
22.310816062172282,69.76821032116493,18
23.12872831334458,70.97094246348492,5
21.79815794415159,70.02945003597307,13
22.969351929970188,69.24640031298443,14
22.13441160130719,69.66218445016605,15
22.365984111245194,69.80273528900268,18
22.094466196166202,69.84319931837456,14
22.92305320789115,70.42500160892585,19
23.35818072591715,69.32185554366782,3
22.974008761906344,69.1342438504439,1
23.028916524461124,70.10116184150255,7
22.88397944807744,69.54650774553707,7
23.141346755435322,71.01175306173342,17
23.03354280712501,70.27161019073782,15
21.44245090300141,69.53730177382988,13
23.253153368830823,70.4064268693921,15
23.20057598098045,70.1652053975415,3
22.6188435846708,70.11684857373163,17
21.812896636133654,69.73887803420575,16
22.921237012817205,70.01022542581923,1
22.96333040206825,68.74852104970367,14
22.57975825871958,70.45854470211103,3
22.893349862173345,68.08196880516599,4
23.335920128985187,69.57893845298705,9
23.998760859147584,69.00214472340298,1
22.873451836457935,69.54957442938424,14
22.966956840676623,69.76294136379394,13
22.388105562407304,69.2016032330419,15
22.54930397701171,68.41276137868037,18
22.731978684814262,69.90353286207052,16
23.3888590176953,70.84321989101394,6
23.20947887801403,69.62435991657499,16
23.764676672003983,70.2796654781129,11
22.054886912169895,70.55219241877845,7
22.138132514675515,68.8499810377271,9
23.351041467617968,69.57136242426084,1
23.524430188157243,69.1618071941556,10
22.816564060835468,69.39686148101092,8
20.567198068235562,70.65100585057331,11
22.428235419050626,69.9118397432121,5
22.967746826074695,70.19441180052259,6
22.350293506711136,69.7780504470181,12
22.892563078468857,69.19472367713223,11
23.749277724435988,70.13905784860935,7
23.513066409797503,70.4262876857214,7
23.20444612268507,69.95868710808432,12
22.767775360580924,70.04456218087996,12
22.552665971049805,69.1825993068166,1
23.178875657638738,70.15343181657461,19
22.812697326250113,70.47300691146317,4
22.829852219686185,70.00229273713572,19
22.024392193559486,68.90160837706155,19
22.442734808887053,70.61781475038764,11
23.17593023365841,69.32758805317812,9
22.249466579625707,69.99389341344495,13
22.932853549301228,70.27648813428046,19
23.00625179743207,70.3398091610255,5
23.03544390787701,68.89997159411007,11
23.080132108178844,69.85860862803646,3
23.113863026570034,69.8255108054413,5
22.488103453978734,70.51951409386325,13
22.066172718169415,70.02936177120532,14
22.363232293808327,70.52405883052248,13
23.164960598452456,70.06995879994257,2
22.199576703102153,69.76291689771939,2
22.279694660057746,69.89692971076907,18
22.276927999621165,70.56179845855122,6
21.87701277262837,69.15153408224937,19
22.2264978169341,70.25297725506026,10
23.300198456661835,69.48619200438961,8
22.44161767364222,69.37876045787564,5
21.925530921722828,70.31171318330809,2
22.54417807254271,69.3584563724945,6
23.055273607946834,69.98853735846266,18
21.88461361755817,69.55552928892011,8
23.276655154883006,68.62153165205176,2
22.079509592320463,70.03885799005216,4
22.60225818050666,69.8631606364784,15
22.59586744500219,68.84495974279258,9
22.519279946622238,69.45070522923056,6
22.76759915075924,68.89650394164384,9
23.18928017698835,70.16584494364821,13
22.779599209348397,70.49399660135505,5
22.49716316995337,70.22474530252309,14
23.028674342380448,70.29456507840004,14
22.903631864311254,69.54108479716659,18
22.46524822003659,70.07346400555518,7
22.821150711042183,69.79546568492891,6
22.423828748396208,69.89265725804441,12
22.36713063580153,70.27871573022726,14
23.20290060707495,70.38774371032362,19
23.02347940328458,69.60512180518074,16
23.185189817618273,69.09617759432247,19
23.117564250575757,69.70629773265357,10
22.356390370472976,69.69036335734306,11
23.3006409650334,69.94229894000708,4
22.65119644485904,70.21649795923206,2
23.26460891163361,68.84270901725797,9
22.737441695014354,69.46454322440425,10
22.956581543939663,69.31805590534128,8
22.97161396447351,70.4254468943459,4
23.206600192642195,69.6958145533238,13
21.982726939495564,69.54355821521911,6
22.011801143645286,70.06915084622328,6
23.13585543255109,69.50349682454198,2
22.97818123249668,69.79240261160157,9
22.41217817590569,70.70703560005602,6
22.982154454508372,70.69314516194332,5
22.09601989494805,69.59630783846859,2
24.432144755434507,69.7088190989202,14
23.455785693413972,69.4904857496346,10
23.111151338703937,68.83706736247991,15
22.837815185338744,70.31809467254836,17
22.490635977597353,71.01067105833587,7
22.144906880327063,69.57827528117461,11
22.743088686255287,69.39160313635536,13
22.37011968215244,69.66357660182999,17
22.399279075673377,69.8425230239143,5
22.09162168011273,69.23223494489656,12
22.924831525965555,69.57076076950793,4
22.611503247088553,70.307448626969,1
23.067535787412936,69.86369031723363,10
23.028549396827394,70.43519301406448,2
22.91473231503983,69.98238392643074,13
24.129720129027092,69.25554136561354,13
23.211852756782772,69.51199301164012,12
22.169716994675053,69.92420603177723,1
23.029368223960734,69.23870536201945,10
22.772990628515757,69.1738401335447,5
22.12923471458677,69.20389972331714,10
22.08918355996168,70.0579021939069,7
23.026601458639785,69.61687999228873,15
23.148773767439284,70.39122081554648,18
22.276871400337736,69.35178980852668,4
23.285083526597322,68.57129986602307,1
22.94245719840764,69.7346474405984,8
23.39792957847126,70.6237775151969,11
23.344810199169622,69.8172847084743,3
22.720781542298504,69.11395337843356,12
23.617799865051047,68.98786170189662,13
22.237941954939767,70.39895095696174,18
23.99514725247535,69.39628161427905,12
22.360607159757052,70.57089766382826,10
22.775998634161162,70.12704672442564,15
22.51640585069362,69.41521564279765,3
22.611604506060132,70.38356842215582,15
24.26177683125698,69.33805142336837,17
22.56863965629446,69.0763314437775,16
23.22555418614646,69.36662730332777,2
22.682298544356794,70.1843683257951,1
23.268275214793874,70.36898349450067,4
22.527920240814506,69.60198636856605,17
22.928066046829585,68.86584434443043,7
23.11434915023637,69.02161676943597,5
22.43909427333176,69.26617721407031,4
24.178862962112795,69.15300156037493,5
23.140470521616898,69.93271518803228,8
22.68701452274131,70.76905792236222,9
22.451382741574655,70.19788828701279,6
22.845861511813492,69.23588457750462,4
22.192000994693267,69.45281211716672,5
23.691147631924974,69.55035466035059,8
23.01562688620054,69.99460708349655,13
22.756006966294304,70.58562736792601,4
23.322988927178358,69.56629981027457,7
22.439242610957017,70.56938864553409,1
22.222020206784784,70.85195547921111,9
22.734933464135633,69.62504656685563,5
22.863771824734798,69.61217768946935,10
23.065293103296387,69.61969031630444,11
22.06186104178389,69.83124499284393,18
22.571841584990384,69.62091045160908,5
21.258267603415725,70.24208873069465,4
22.208825414546954,69.0255843598036,19
23.157630766850204,69.53268895235195,16
23.280512904287367,69.96458733653611,2
22.22899773234349,70.23504225358025,15
22.637697725462814,70.89764253184036,9
22.812803077564,69.15548738618453,17
23.339055069421057,69.47397879290637,2
23.564547433258497,68.66679671338633,6
22.87654112761151,69.24506549632356,1
22.669691672208884,68.91553735153298,8
22.078153195649683,69.53935130246784,11
22.85403461728053,69.68581720367918,15
23.837461250745132,70.03472711991878,9
23.44509627496866,69.65070023484003,2
22.887429148129453,70.03496854020608,7
22.951688904350057,69.85703708354697,17
22.45574181927397,69.28333839712491,3
22.621432185611738,68.95686314707956,4
22.873799587792174,70.09184099994803,3
22.87531717015922,70.62325149250725,8
23.30537496645153,71.06769250584101,11
23.28104146637065,70.2677273506173,16
23.060283390105543,70.52875760597203,14
22.300426910900356,70.03072985201946,19
22.3192923394091,69.95100469279511,2
22.356054264857708,69.85550051189576,12
22.91776014460333,69.74709517798956,11
21.78683947262193,70.10353827771456,16
22.796862463767688,69.53970145931764,11
23.50432135822707,69.7262787742064,3
23.13341301734032,69.21101685851781,10
22.62463619452711,70.03746333453245,5
22.450872293125112,69.32045122942675,13
23.20285764238834,69.8168724952401,6
22.953027683026136,70.05024554682119,3
22.67678377370863,70.0929457156849,9
22.50548456054693,70.18575426890771,7
22.838191494843638,69.69335423742596,7
22.648481618006507,70.04303188969484,2
23.19218978495836,69.55668736844389,8
23.42058454798936,68.81456314349488,18
22.11637508607864,70.06515463687077,1
22.18709021373558,69.94924405343207,10
23.474028093824366,70.30666175144957,6
22.882909471331978,69.7873556435642,18
22.23417468160558,68.99841831714129,13
23.291625803330323,69.75418460781789,1
22.970842549944418,70.24329028236986,1
23.901622880962446,70.0380174043982,12
22.68234916136723,69.72662771355257,8
23.35435199853436,68.9682203860434,5
22.07558278043362,69.28699152254804,3
23.498013775081787,70.03861943092568,18
23.272080029105577,68.96742142396286,6
23.602173716896885,69.64087754262158,4
23.355290158754368,69.8192110894882,15
22.75047590706216,70.37496857792003,4
22.21443671798157,70.10724527556526,6
22.498973549817983,70.28140561641197,18
21.91942480640094,69.9509266620163,18
22.339550484408147,69.37729450889425,10
23.012930674604217,69.49316976604572,13
22.776123560587408,69.33367018037936,18
22.68820492993389,70.0953904209631,7
22.40344854202625,69.45303889053872,8
21.913800494570857,69.60299984348576,6
22.891041556618624,69.81124561909343,2
22.989580096234324,70.62065622329064,8
22.304218219976644,70.12856695397161,10
22.53327986491814,69.41357328769945,17
23.571066727044716,69.87592382861645,12
23.379748976786818,70.62565588024792,11
22.057787719135526,70.10758966421447,17
22.75768180638462,69.00087382025046,16
23.527477841186126,69.34238028568112,10
22.69178950134624,69.30403224874844,3
22.66552840579642,70.52036491267998,19
23.34636881337154,70.42814061793183,4
23.29353462213761,69.48748151110719,19
23.2676516726903,69.47670989009633,9
22.669007625412934,69.82234589133114,17
23.131444008137525,69.83733452304672,4
23.547372756977612,69.3188370353385,17
22.775063150765714,69.67543466255073,3
22.598295189343165,69.0731983650734,4
23.415036319544818,70.43616035245552,9
23.82271990144856,68.91983474358416,6
23.857502441782913,68.91428028905362,19
22.612744250112527,70.01751972725596,7
22.662979875251555,69.18156188108297,16
22.285418833431727,69.54951752093272,15
22.8590261622074,69.83158643055131,16
22.26294053427124,70.13765041493342,14
22.536683279146253,69.68945894102556,4
23.150564899081196,70.68958589863989,2
22.994988705069698,69.79978050567004,7
21.894639347416486,70.39539735412937,7
