lat,lon,ports_count
19.09092235796266,72.68793474280208,7
19.021988798120123,73.04352214266247,5
18.73761614752026,72.44427285666073,14
18.756448183003812,73.02976928631593,8
18.929557391991104,72.46217757646099,9
18.658868543981885,73.16932518402287,5
18.720799297447453,72.70471600565857,1
18.670468887787315,73.10364969859292,7
18.74031039165943,73.06955238849415,2
18.56480773210365,72.79837723309782,3
18.77901464203445,73.1810514701433,7
18.84835678394166,72.63940682475209,14
18.888900756867734,72.7231011489585,13
18.69364447179869,72.38066369772528,7
19.21832218081676,72.66346369351392,14
19.08321977128029,72.99364647493283,9
18.79153914831928,72.89134980510336,15
19.047361557450763,72.93915932126596,9
19.00092962491358,72.92048530062705,2
18.99544696238745,72.9823575865016,5
19.054975889423186,72.90005378155861,4
18.875986822712818,72.96053420247702,6
18.859352004645174,72.55419078073864,14
18.45733023932988,72.6869069901606,18
19.09178238406069,72.71185182457619,9
19.034746350468406,72.93035523104692,4
19.18332468781071,73.07235305310056,3
18.578927213192646,72.84439895945131,19
19.23177530669864,72.7251875035872,13
19.27391641756104,72.7789103677715,1
19.059709213318357,72.951118553418,4
18.98966091877373,72.92098135873798,3
18.90988182632907,73.31100655960249,19
18.70382177922925,73.14233407507655,12
18.9407242765039,72.50609534090172,7
19.00030920005853,72.71743598456672,10
19.1330566844732,72.79058943696485,13
19.28043416148383,73.20372082161899,5
18.923299154196812,72.88836184960248,17
18.973246732574207,73.16095596601855,3
18.93105419163867,73.0692655804722,17
19.35440018145693,72.90494344585407,17
18.822770215645374,72.69807123410052,9
18.46141779009849,73.21429206098585,8
18.819251977756426,72.46440715754692,14
19.115828834217936,72.80506473001964,19
18.476621626295767,72.68852502048125,13
18.905642612839163,72.65770011748741,19
18.565530384634165,72.99676566973172,8
18.989414040484643,72.97609846855424,9
19.37445438345548,72.80361465323426,18
18.544190280594712,73.05860949307122,12
18.977383307461942,73.15901755391717,3
19.161845995373884,73.28424576591989,2
19.323746281172568,72.43335142424282,16
19.373196028737375,73.28878970049438,16
18.980697808148772,73.14968190632659,4
19.164649192208003,72.92320033427568,10
19.177013947161957,72.5044469228307,4
18.965865287395566,73.15709886750773,13
18.6339923539596,73.03646861526069,8
19.113025500039388,73.14560166088408,17
19.2907657095817,73.11316812345379,17
18.56669731723159,72.76443743978787,5
19.02936656413168,73.19214257250394,2
18.816909692064655,73.13528634114854,13
18.98536632505726,72.91161961086554,11
18.787791887167167,72.80713601072969,8
19.01115441334642,72.82605738921411,18
19.117396743230533,73.34673505292139,2
18.766313861250417,73.12065646643788,14
18.821488756110504,72.80166653336028,14
18.81078219658025,72.87763188252579,13
19.230794620459,72.84085075741837,11
19.28294905739986,72.79546540065785,4
18.499077925070445,72.72562286798411,9
18.963682501144607,72.63647499327614,4
18.885573381764008,72.73131548827419,16
18.76582176668101,72.91470540796121,6
19.07921802757929,73.06857694420876,14
18.902277501818944,72.74632158986444,16
19.284320767685628,72.7693785893153,16
18.99457165934108,72.68421235163954,1
18.69587698776143,72.59246499876441,14
18.87162508461955,72.86088663188336,15
18.739085624012343,73.26370634335952,1
19.295199800362635,72.34374199562178,8
18.98801907249622,72.99334068767789,16
19.142114449627524,72.71320323699014,3
18.57713794058804,72.93142396496444,19
18.863251163201692,72.67484385383831,12
18.768698619370983,73.21251757352161,13
18.637875736207118,72.96837148985847,16
18.885163536359208,72.66516766327679,10
18.865099646145865,73.21546759720623,17
18.687481690085768,72.7257433476916,18
18.939389925514657,72.89186240676177,18
19.079450533981447,72.84331853191931,16
19.1627935658831,73.14009184805909,11
18.763743779404155,72.90340110705588,7
18.933503703986634,73.3788754930621,12
18.640879588241546,73.12121492029972,16
18.552538991899354,72.65402968426702,11
18.838424312257757,73.52820573666095,1
18.737228518153316,72.84074419093135,1
18.438778715073614,72.79784313093299,5
19.0717812166891,72.95846817807019,17
18.856130912540376,72.72999727774797,2
18.988265629782585,73.34341927601086,16
19.034084015859765,73.10755480878142,19
19.422933256469772,73.12492124005337,13
18.983707751899885,72.95250280222677,17
18.87771450878124,72.96830445138632,9
18.81678872649173,73.20520295972378,4
18.9997752708277,72.63704496002654,14
18.57091985364694,72.96584881436897,16
18.548269026615845,72.97768416172856,13
18.987655420409283,72.91749702472828,15
18.864951768433063,73.49233411383685,19
18.9113970426618,72.83826039981484,14
18.644759748698643,72.75675154740061,6
19.269333356717514,73.24464432764746,6
18.426435124167142,73.36494327741927,13
18.71241457834797,72.86496555385663,16
19.42016792384887,73.42388779448301,15
19.16748002368083,72.80863205311125,15
19.23282563446585,73.1205175616935,9
19.068392550446298,72.55489002956338,6
19.572447765082607,72.69622487845005,16
19.53965846717022,73.20725335005915,11
19.09582909846233,73.30516617989475,13
19.092955727890487,72.91246801604122,3
19.044981406350225,73.51991410638271,13
18.821311805473577,73.27725676159204,16
18.997642294124844,72.77592004645909,4
19.02120682904006,72.85545099525092,3
18.545746327594365,72.60345023319701,16
18.53043035430245,72.83932255448285,7
19.083940433477522,73.00980506962959,9
19.308105162937444,72.96007718711081,19
18.90742915327699,72.9577031467199,13
19.53742409532222,73.19933457187702,1
19.02969530159433,72.99166045444214,6
18.88822382371929,73.12125453767949,8
18.744035944262684,73.06166915744382,6
19.12438627944794,73.02172314976328,16
18.59743071596357,73.18040930377673,6
18.912557601521126,73.15051350025784,7
19.1111597024842,72.66841694278983,7
18.750642304103085,73.40472778885646,9
18.96933325988219,72.98011597735945,15
19.106190560444617,72.71232370696528,19
18.795621629792468,72.93375065700221,9
19.262714749505857,73.01521067894016,13
19.335437903058473,73.09694662676318,10
18.847331010486787,73.19014584214695,4
19.049909784504166,73.14198948866857,8
19.068872502342625,73.40957687950741,1
19.186717767017576,72.97643475839025,15
19.025591900996773,72.91026558212602,7
18.919415529661258,72.58314173927603,6
18.835817839243767,73.1924983297189,18
19.30912029320562,73.10238771747747,16
18.955273963550162,72.80859097979673,2
18.905877375024225,73.010717197504,19
19.361783104461654,72.94745151468899,19
19.136154114682792,72.99378643614075,5
18.844416817270258,72.88143991996047,5
19.051204642219027,72.97826775833298,15
18.857559980177147,72.57027302946496,9
18.804833184195502,72.84856417364317,7
18.9636802342024,73.02699688488491,5
19.048790822502603,72.77371798365196,3
18.94567270691042,73.047257881118,18
19.235433587477125,73.4663039068027,16
19.26281811238043,72.66134714346312,13
18.923014714400352,72.49181906392181,18
19.056094206141484,73.25147961474725,17
18.982282595001525,73.47326646799729,17
18.852638078762627,73.04281185957127,12
19.13932299940074,72.95157154747288,10
18.629971585107462,72.78864400513433,15
18.860195471723486,73.0848080370118,15
18.809179326090163,72.94614434032434,11
18.874122161505078,73.16234695898281,10
18.828543420332934,72.52179594384913,14
18.695959042904807,73.03176231409657,13
19.02707483499504,72.74145897563758,16
19.007209598429935,73.18683010414375,16
19.09744736711148,72.66374881674672,9
19.158926042775168,73.10739246098831,13
19.20142094742047,72.80447009784079,14
18.898868511710532,72.84130178239249,15
19.115420573759145,73.16241524355834,17
19.03450599141845,72.75091174202721,1
19.073079256202096,72.57476807161727,16
18.985646375675074,72.96816529559993,19
18.89943217598948,72.78472560422173,19
19.038696522164216,72.60737249728894,2
18.980961360532635,73.03751952449863,4
19.174836121365768,73.02249114199212,5
19.33628219705273,72.97921405978748,6
18.86486995093284,73.0769225641526,8
18.965681377907284,72.45124797311041,8
19.6796749341208,72.75923153378677,14
18.644814387963727,73.01938623585184,7
18.69742396565211,73.20901445043941,3
19.363294259986542,73.00997730136126,12
19.578313233537674,73.24207469908953,19
19.463162016871284,72.78068852629221,13
19.17851761047077,72.79636635330037,1
18.992232928033186,72.85707601594257,7
19.03140221728962,72.92933030385547,6
19.200255979948132,72.5062325625233,9
19.33379624350918,72.94474017893783,1
19.234157741117,72.94142721693412,8
18.59629395341695,72.79676344423687,17
18.805867722186974,72.75780190338534,18
19.169464179427596,73.01787537615367,1
18.75398767798219,73.09729919917409,12
18.623912164578062,72.9861029981131,14
19.318559034345743,72.98566027594055,19
19.16444500005403,72.9408602737748,1
19.487151634647994,72.95382289024239,6
19.342873697710104,73.1201691826702,1
18.944329131951523,73.35532456220236,17
19.161668919999844,73.3231930641001,3
18.902118597735868,72.67907613568929,5
18.696687357321828,72.4222409540782,16
19.39887660209849,73.08260501054943,16
19.051422421037735,72.95533847500528,6
19.43695984735567,72.93496092883879,18
19.127144222759693,73.04523059175852,18
19.16950913474723,72.8889013259817,19
19.24419539592902,72.54510680876969,17
19.05408539597248,72.6645368994031,11
19.040627773751797,72.67982780108427,10
19.160564930246768,73.11666754618575,18
19.41150229094232,73.42143500861063,18
19.22621495486926,72.83254585381357,19
19.104280122352375,73.60031547335052,13
18.997318533197923,72.47589649829457,10
19.070452359209362,72.82306838874138,11
18.884092447417327,72.99582286430406,1
18.854431993521327,72.31200303328629,13
19.04057502088941,73.33052884225438,4
19.101498251106214,72.77701420102696,17
19.28179923102703,72.95841858844388,5
18.81770160581872,73.06204898600262,6
19.102645864524497,72.55224049611097,8
19.206726722912617,73.55808577478915,17
18.854669724410787,72.98342209379983,12
18.984999686595444,72.86485392541208,18
19.289851963374222,72.67224769400823,9
19.08522335526101,73.00118180135696,6
18.59576385511944,72.55601761683363,19
19.29354673407507,72.98480343954206,13
19.122239936166196,73.29916819016283,3
18.698509997734433,73.24130844996544,17
18.880525441583593,72.81111353590926,4
19.068425871683523,72.8804149587511,13
19.178091701321893,73.08534933393862,18
19.35714447240603,73.24550614865448,10
18.874656549352114,73.3332494051531,5
18.98716237513097,73.35737947107333,12
19.320914622427708,72.7167586510722,6
19.36123291125446,73.13828417088352,6
19.019165232994254,72.60414386806598,14
18.966809660795455,72.83419130056188,2
19.224973109775792,72.65643051748243,4
18.582187817623193,72.66168724327827,2
19.096623295897707,73.01049320834578,6
19.09327237860057,72.77703017297026,1
18.98303050523264,73.0216541311341,10
19.217903204566976,72.64781628517287,8
19.37296842848522,73.07100978978991,11
18.856011723321657,72.8424566710241,13
18.918004562815256,72.8770731987192,12
19.26652678035769,72.62489237744292,5
18.736923687454027,73.20474383306775,19
18.96689382264288,72.98512186506143,18
19.64206915127962,73.0849482317651,15
19.14728354823845,72.63085237046317,12
19.029030583276455,73.11892765954767,14
18.66891473112821,72.96028701735023,11
18.498320694808648,72.82599477233259,5
19.365809370875702,73.29422211342917,19
18.809142243382382,73.05220836989497,2
19.11137136872054,73.06314124628395,4
19.418596508335536,72.45878728823931,9
18.975490775542585,73.2203096050331,8
18.98508454232532,73.06189435530032,15
19.2740239680843,73.2594276103494,14
19.43871489844449,72.80182700986555,7
19.311727406040927,72.77165675388784,8
19.467582979476287,73.3537283038858,4
18.52311669152009,73.1895998582739,8
19.205340424303387,72.59285092118405,9
19.421034387346893,72.95405283296333,11
19.21257584130906,73.20565796682156,9
19.06401918187544,72.99447486572242,17
18.793744946637002,72.81254063866484,18
18.916607568694612,72.78280868215745,9
19.47489745235003,72.96609195996442,13
19.090950742764075,73.20531113438675,2
18.94244295260171,72.70116449767126,17
18.712240970616012,72.416429414988,12
19.21647433340638,72.8486060339814,4
18.898608992749583,73.06253582505634,2
19.09198365526661,73.11796456311018,10
19.531394766553117,72.69655548981062,4
19.29918702183327,73.01742840608219,1
19.42741435540434,72.79034800782705,17
19.135932350732535,73.1338822992136,12
19.278233780750956,72.91702958461988,9
19.4324808449245,73.15959382225928,18
18.892772106939407,72.96682569866907,11
19.090798232878317,73.07501168557991,10
18.927711933359483,72.83931970898574,10
18.947824327649933,72.77249382142448,7
19.06299948323944,72.87889266856924,15
18.86157874538905,73.1041547351246,16
19.007428450979965,73.58102555241615,4
19.271497724692303,73.2650359082898,12
19.07588042855582,73.32999415929784,15
18.906061780863592,72.92384061246828,17
19.296577843398605,72.81580471432075,6
18.870914521834592,72.39907345244421,3
18.823880918268777,72.80047712783401,13
19.40023827526064,72.60512834925143,2
19.311339441263275,73.14215600576809,4
12.859643584805424,74.85916641799669,7
12.917997617983435,75.0720465238978,8
12.758485135454071,74.60942592990224,8
13.009832709286101,75.1028852527132,2
12.512547912966072,74.69107405832953,11
13.174672024867027,74.67772657336901,13
12.948142511268728,74.79291623169463,9
13.019281298659793,75.05839143351974,6
12.958113103008248,74.94512184335095,16
13.212444519319483,74.48245152992915,4
13.012277665844957,74.59598804494284,1
12.612930526355889,75.51162146836343,7
12.668517232357658,75.02990324326554,16
12.881560880005248,74.86074572545347,4
12.676251927013471,74.62625773747232,14
12.640159652825401,74.95635567317979,14
12.72290742821406,74.54347237033356,15
12.930042897398598,74.98862199784304,17
13.1875476369334,74.99234311513878,7
13.204652213250116,74.99922383639588,3
13.058261106651242,75.36668605261528,3
12.819524479064642,74.8987224431812,18
12.878256332979968,74.65477069509008,3
12.9182573019333,74.39802501622971,19
12.73511455551779,75.23116741993938,4
12.995374943807972,74.72229537820415,16
13.06679781389532,74.79593945196903,17
12.763068003794125,74.35960139315421,7
12.229774639829495,74.70424050100667,5
12.560089691479147,74.67250267745483,15
13.068031953870767,75.25107440187979,15
12.549022338278137,74.79130204988137,2
12.984950939784435,74.81550517093086,18
12.797451204553749,74.69634097641924,10
13.201244534068385,75.07307729295552,14
12.929101402042575,74.29112855744432,2
12.430278142192464,74.71334349100657,10
12.88726353344262,74.82629829795133,8
12.891973740760198,74.9669892336239,12
12.855659327572786,74.8144055882918,15
12.668332833163841,75.00531106824019,9
12.98705193272139,74.76151676612778,17
12.833195892994537,74.82042641074617,3
13.077961103288548,74.8805786528203,5
12.864278655592239,75.18759785395179,10
12.947353507039466,74.82442065520087,5
12.812057829705163,74.93374010073191,5
12.806679867733154,75.11298689463163,9
13.016353085552245,74.99433207167472,5
12.989569123464072,74.690479397791,14
12.834251879757982,74.58249549844263,9
12.768653763485553,74.87056139835495,19
13.058676653493327,75.22140058196713,6
12.618977302454232,75.14508793709042,4
12.851009162182894,74.36919056056179,4
12.667814109401288,75.21244109137845,15
13.02312080808542,74.95391295113343,5
12.654494188584696,74.47426049752445,13
12.938863648066881,74.501899311269,13
12.59124122023459,74.70981325055273,19
12.89930558181322,74.61715721507137,5
12.855086971798151,75.30865350056146,14
12.745683357584053,75.08658484819817,15
12.86045081968471,74.87562988505915,18
12.65260098909685,75.11507651251858,8
12.810322894466907,75.40514586021958,17
12.806357928667605,74.769529520759,18
13.132171364902401,74.51311095621199,8
12.835768722668861,75.1614311406869,14
13.594661054752342,75.02357524833921,5
12.598309966015009,74.8605713040794,18
12.99196566303166,74.66305552536956,7
12.50655766274182,74.94296547153958,18
12.70025433043664,74.52997567953261,19
13.073001657809412,74.96402475247899,19
13.069011272675722,74.40210040246065,16
12.879647081002684,74.53875733387483,15
12.671129951733104,75.01368433071168,11
13.101778374965624,74.28245080152608,2
13.192909573221558,74.9472041296659,7
12.665149600368524,74.91315543944404,1
12.891319347320037,74.50136117821172,5
13.04889430232315,74.919901690382,15
12.889808067218983,74.7223679393358,19
12.789115670602058,74.66689250295543,7
12.885435602286147,74.72307342827317,17
12.706490932633221,74.48466934167588,7
12.304040796385804,75.01003922889842,19
12.68676590527608,74.69124709610715,15
13.08750121999595,74.40985341748166,15
12.594875924515787,74.85293122746407,17
12.976307159700267,75.08962881655032,14
13.011777510818275,74.21107701581232,3
13.490207671104676,74.92586366579954,4
12.87026402448845,75.0030737628221,5
13.1832720681036,74.60354616343041,8
12.96545028015577,74.61736130228192,7
12.447524533797944,75.0731656173631,15
12.682427522086485,74.68443895641813,12
12.931734328059184,75.04367875503328,14
13.34209344758439,74.5108083799648,12
13.059949655306042,74.52619551102912,15
12.838867797766913,75.09581263364674,15
12.982072559259827,74.71088674151649,8
12.728133491648164,74.97534772867142,19
12.882990323508652,74.44642516160275,12
12.619655174852122,74.94581547132591,11
12.926559579849156,74.6784115638855,18
13.121888516429134,74.72365600414321,5
13.268055601486948,74.41541157414916,7
13.559404965828925,75.0202819076048,18
13.453826200163967,74.57851143529253,8
12.634861255646772,74.60228326952391,13
13.415431324511566,74.88425143252017,15
13.129948873582839,74.91794427760688,5
13.151273624942073,75.14976794513358,15
13.212689724708696,74.9190232986768,2
12.669859671040987,74.70876370464788,5
13.14728010398962,74.31122945244911,3
12.459460131934472,74.40635733417537,4
12.734305616455552,74.7512755883634,6
12.640629992305447,74.8164848872256,15
13.29547765480465,74.91866150057413,4
13.152990179042044,75.28020553217458,4
12.835736665713686,74.73015911152083,2
12.918761435749385,74.29168810336715,15
13.130972479231353,74.77677837624961,16
13.0808971128051,74.61879419786764,14
13.140241060730837,75.32018633403165,8
12.457551543575285,74.96878493718565,19
12.747417276147328,74.55517645765525,13
12.707299565704844,74.45499097209579,5
12.576208938850218,74.56033732811709,18
12.76424449053247,74.82712070585961,16
13.007036994591274,74.72687859466289,14
12.504835791564929,74.79161273175883,5
12.554417372566206,74.52673495920895,15
13.15919409530546,74.63676503632777,19
12.888372702882949,74.4611983738615,4
12.709741073418998,74.9176380684766,7
13.058686397411108,74.88764478848047,17
12.787481541886514,74.75945217199016,12
13.042905491163697,75.09680879893251,19
12.805943623997033,74.96189356350114,15
12.939500747049632,74.55589723781046,9
13.102490264481444,74.82216240787172,4
12.932649915563333,74.44218391285386,5
12.929706399843978,74.72964823722448,3
13.229889562980345,74.9766056333051,2
12.586815049941857,74.67757279849204,15
12.569455379870249,74.74423101718926,12
13.383667251780734,74.87963150590504,15
12.855394588202229,74.91802000775955,17
13.30385022020296,74.78571471123021,13
12.6708092041802,75.10541280704872,10
12.660408207534088,74.91124431686971,2
13.008482197476877,74.56803141492875,9
12.713599097393425,75.55259263573102,13
12.83265214683307,74.56775663191759,18
12.807953061444282,75.08887638019384,7
12.381389982369177,74.87147684892213,15
12.823899116452802,75.3535207346841,16
12.836574549276262,74.63232031239598,5
12.944839998747595,74.9047769282317,12
12.629512261912097,75.07868497801769,5
12.898395662276908,75.15211889158292,18
13.039541950190591,74.73944442436458,12
12.724351639487342,74.99665940535817,10
12.930513081725472,74.6744189995757,19
13.135232007536795,74.73271700086559,12
12.71079749742174,74.60376272393405,8
12.741106115699726,74.49841885107897,1
13.305030223921678,74.64669530482236,14
13.216815175102406,74.84196440888074,10
13.077441989908534,74.9702648024027,2
13.214060809936537,74.58167151651794,17
13.142639998568136,74.98046555740099,18
13.150293690308128,75.23942154679038,10
12.919705140334449,75.0612584393147,3
12.85819446720937,75.04118979874391,9
12.900669775130272,74.83938288192049,19
12.590100938383024,74.4363207239203,9
13.10582148043996,75.03760681104018,11
12.617465684796894,75.10527832834207,11
13.033873007492984,74.17366635151484,7
12.835559472333665,74.52677191136924,12
12.890371708152303,74.63498412487375,6
12.743144487084804,74.44512411298818,4
12.5715362660952,74.53732118741593,5
12.82284160903997,75.2125914106168,6
12.844615480058584,74.95973055130489,1
12.834666332845051,74.82620012905618,6
13.008231455949334,74.8089530069625,19
13.072929706768347,75.24310843124557,16
12.82202694875486,74.70235924387967,3
13.021690949541387,74.55908573343187,16
12.925370060216832,75.07913775986668,16
12.84070160207362,74.54991836238763,13
12.442390725335633,74.24968683552433,12
13.203191196445577,74.81031537893683,17
13.313223913116675,74.47244566461107,8
13.143744579070086,74.99132523959177,2
12.836857996077564,74.84351681031214,7
12.546151363101204,74.81293999801876,19
12.813588663538317,74.77590482162412,4
13.024723495906033,74.78242713497515,13
12.805372825811668,74.75001957373982,6
13.067993621402906,74.95194300236382,13
9.449427030626518,76.48426111762694,1
9.87281043909164,75.87712287140025,1
10.123698109204135,76.45788805701307,4
9.42973786835374,76.43990341018507,9
9.840824891281974,75.56911461819729,12
10.186859964618,76.22846193629641,12
10.256483506696322,76.28166433319514,10
9.948434124967967,76.29090119652497,6
9.411490574696629,76.6489812189659,19
9.598361710622799,76.4453394339321,11
9.594382505265587,76.34816605401565,13
10.121322664403607,76.16561059051098,7
10.1097381385486,76.78634363478574,18
9.747767202844535,76.31500209371495,4
10.031381831555937,76.27072563388613,14
9.5848225633723,75.84594524067434,15
9.808728575728015,76.11027390658799,4
9.860552952747977,76.13497114378694,15
9.909283554978431,76.50258281007922,8
9.582393280976236,76.2131504139235,12
10.004299530875715,76.05507972989946,3
9.456446681423994,76.28272030137538,16
9.584623469791088,76.56177801183387,2
9.705236359855094,76.59147842524926,4
10.132786230102491,76.28050313798234,8
10.014225112150783,76.04409891409166,14
9.642202880749622,76.02206292392354,18
9.95669486566399,76.16439750686484,18
10.153009111310153,76.13634013626067,5
10.39544490148889,76.11947531280772,16
10.04324446362001,76.3887798866044,18
10.045254750061218,76.38396033552877,19
9.629917507089608,76.2066771749087,3
9.968617895619412,75.98350804296258,11
9.925580715311177,76.4771817041025,13
9.78425504760348,76.4880385692391,2
9.532271813449757,75.99919911477558,13
9.664294061073567,76.65345746412967,7
9.711896920236072,76.39106337172313,1
10.155021197307489,76.15860653580101,8
9.789256659924956,76.1381827358059,6
9.749258443740306,76.24474079988677,8
9.48683902407895,76.42847726914353,3
9.96281522168166,76.7239735276436,14
10.132414336495263,76.20080198002604,5
9.432520542753167,76.2219553558201,3
9.788237566759513,76.54790239904476,10
9.949927961594156,76.41098042835036,7
10.304976899388517,76.40807663354519,12
9.732852014093229,76.5407859141056,19
10.18766801230916,76.37550693731944,15
9.707649598296697,76.41516447298889,2
10.202011639369905,75.97820358941632,1
9.716497188768434,76.12281080721678,1
9.901384727054488,76.25938584761911,14
10.05208323656227,75.84821540385501,2
9.31368380120958,76.0389038809951,15
9.249030230274741,76.36178351500337,17
10.11699661300249,75.86256302418016,8
10.174823021164611,76.5729044205554,13
10.239726683875913,76.06417826683136,17
10.087937092616956,76.23819234689799,16
10.024823681599553,76.1675089439524,11
9.847305926343251,76.23641144898887,8
9.858549352076716,76.09774691599,1
9.962718480970532,76.5184282102737,7
9.405563040129355,76.30554276553801,3
9.938085989851812,75.85186689639782,13
9.941532568034594,76.42992170752025,6
9.930169478776643,76.17193240447197,14
9.407636076658493,76.47088531234854,13
9.995953636849707,76.32194767381152,2
9.664404961358983,76.19209626788376,11
9.995818618843593,76.05312606117438,1
10.305531050609305,75.96960832114635,8
9.913873658458286,76.08177759558372,7
9.732712533446392,76.03916981831935,14
9.53277544179244,75.75324545020324,18
9.983046003097428,76.11294074163015,11
9.927882548833372,76.20288432527082,17
9.819440693675318,76.36411522154094,17
9.792720516113901,76.34640767899442,10
9.857066103567739,76.0054196132536,1
9.763157740724601,76.55786995058806,3
9.681222631339606,76.35351301017845,5
9.741009461155677,76.17828659026553,7
10.092758419018919,76.43578788041908,18
9.574190935256397,76.17983505650868,9
10.017096367429335,76.62717377405012,14
9.951638591317638,76.53418466719701,13
9.852227531123836,76.04147977877989,8
9.865313182790251,76.42584323392207,16
9.897240206551873,75.97793148205946,2
9.72355614883579,76.21610784614427,8
9.58668185397262,76.39524798228514,2
10.075609555870724,76.23255133737315,11
9.640213718077526,76.22404558622584,18
10.037717468819054,76.51395090643385,10
10.068585556913616,76.55907858434608,3
9.615056794888426,76.38882185485012,12
10.106237815188008,75.89206829830476,2
9.384983034395795,75.92747311101505,16
10.159341869509078,76.09164122416573,2
9.776348441344103,76.31442962456065,6
10.096652103971792,76.3260605978006,15
9.989873174730134,75.83993042182614,19
10.046284546359294,75.95110722332156,11
9.600096548214626,76.13075339680819,16
10.508316857909781,76.19512774076021,14
10.116705123611883,76.28819691485435,16
10.161530043967668,76.37329892893615,2
10.149717497428755,76.44236978286884,16
9.992510772369197,76.05259452652363,6
9.969598892909408,76.13851972539341,16
10.110055008896866,76.06777496529843,19
9.85218655311677,76.24781997204782,8
9.712206387380533,76.03646162253695,15
10.142115847809535,76.1134702508651,4
9.80282805756403,76.62063755614116,14
9.790718557202194,76.37437240302016,19
9.29635787926779,76.34121873247109,18
10.053562165255201,76.18320080973608,19
9.876040885717893,76.46663097461968,5
10.029777713052729,76.26296825444506,4
9.910144628507636,76.33569610642897,2
10.127747647158511,76.5657196337615,2
9.967748014441408,76.11743821032826,9
10.117523201811506,75.90541397564648,13
10.071092947194561,76.39831032664551,15
9.978663288419268,76.08427383599039,2
9.784621199313703,76.31229470195379,1
10.200103855061132,76.27203495610162,15
9.714880577792622,76.5130126629368,9
9.783301528346323,76.06239414159069,16
9.758554743957545,76.3241238034201,9
10.23659439142631,76.29585604582472,6
9.63950907517047,76.46511619255772,16
9.876863046823415,75.89382293787887,18
9.81873558258954,76.43064362102729,17
9.691669420626262,76.64682971886505,18
9.6497498710835,76.1784329279512,2
10.129940969948013,76.32094400210222,15
10.073024110663747,76.01975558833466,17
9.870069211964484,76.16185606097265,9
9.841534335332241,76.60439860683107,1
9.768182844062325,76.61193642726482,13
9.564495418932374,76.37589236878787,1
10.016452586812008,76.13360917025909,4
9.695487638911363,76.16723963221787,1
9.36703221802232,75.89052300451047,9
9.627262235174152,75.87422027702128,8
10.068385318120784,76.29723103435775,16
10.001112555359638,76.15437519294933,12
