lat,lon,ships_count
19.46194068980202,72.87752949474174,4
19.087369794413238,71.83507488921295,13
19.8717804914796,70.17078456485486,13
18.36815221551038,73.1929038237419,2
18.70510406806201,73.61354135697758,3
18.64710266218106,70.67336080801235,8
17.682836546681095,71.89124236576106,15
19.266508249358118,73.35723883490468,11
19.2349497449619,74.65174592274053,9
19.004602110978215,72.81871433690786,7
18.78887157996237,72.14479735289378,13
17.726166332154627,72.63539320300563,2
18.621419209511178,74.03738877723336,8
18.691556935125906,72.21863223878792,7
18.27795045770054,72.08072719401477,12
18.854842859500593,72.36553083003616,19
19.363645771133086,71.94200425256716,7
20.69756731108948,72.91040328439531,10
19.157120031548654,74.2622106126226,16
19.231795351650486,73.09077134580443,3
18.93299867581045,72.57288184808634,10
17.273105906230864,72.537369857976,6
18.976137512095704,71.393128272173,18
19.054207188946926,73.59479879943244,18
21.21691790123676,72.72994652268848,5
18.82687513169699,72.63756807776844,7
19.27139260810025,75.67379681106037,2
18.96875940726528,73.06887761752911,11
17.94818976614242,72.12338805491433,13
20.02854053306352,72.41627816341502,5
19.676739729418095,73.83360113827707,6
19.711928752338743,72.90194336948399,14
18.181551290684734,71.50554981951437,12
20.262514879842488,73.62730604111768,4
17.738334043486947,72.19867032301491,6
19.528171384420244,74.48596799859578,10
20.97141006322898,73.77204325914317,18
18.10851730738238,72.39741029390711,15
18.490332043357505,73.9529147255616,8
19.089686228578877,72.86106995947466,9
18.54687191129542,73.56749630761,5
17.60440291204048,73.23625953556503,10
19.061706677325425,72.0382790105082,6
18.043926657646505,72.22080515091429,16
19.426233187571665,73.72696473582305,3
18.172518189189578,72.49870220110411,10
20.394940964515786,72.4367163830822,11
18.295072036897388,71.94038967858557,11
18.710144635414892,73.1812391590341,17
19.732165495632703,74.65627242731883,4
17.89222211520944,71.83922037717115,4
19.204713941143716,72.82179751100549,17
20.176428478854184,74.07099849987388,9
17.553265088894896,72.72832274787885,19
19.166170472679074,73.20713461662476,5
19.233894514823582,71.84384582466781,6
19.70364058459958,73.18547638748689,3
17.886744360209725,72.6315701614959,1
17.81158904822415,73.68715699611188,16
19.46974740905521,73.86864744640827,11
19.26728620590987,75.13060727781675,13
19.225443565311288,73.32166985589221,10
19.31180338854728,73.09321668492395,3
18.38797775057936,72.9749458714196,9
19.209028327444905,72.48215033647038,12
19.263765225968815,73.10463545911551,14
18.35708372377627,72.53413873087487,1
20.67919706003028,72.95161487864264,18
19.42644962882061,73.98583778204716,17
17.927826852517615,71.89411169124833,9
19.590898247770447,73.82589070501614,9
18.12278649679541,73.98540356060587,10
19.708376143368206,72.69373832570803,19
20.042736021106663,70.89033059089226,15
18.261385913483462,72.252960211615,5
19.86703851631989,73.967295091905,15
19.371502834242847,72.779418743931,2
19.73985414399504,71.90062799093458,13
20.707113684388553,72.3457025708946,16
18.779150695597416,73.5565580238541,15
18.32163745207826,73.29206021138124,10
18.19943701333703,72.58496111074727,14
18.265770743531107,72.46985802936678,10
18.930608461527306,72.44741766586056,14
19.30703677733498,71.96983083395135,9
19.249021719397017,74.25383812052249,14
19.744464924132423,72.50991157770979,3
19.011701702690118,73.89544266874294,16
20.308180669441587,74.1691844467302,2
18.76180885008584,73.69847980833316,10
21.448152249930658,72.41154171855375,3
19.563100612988507,73.16335708130295,11
18.228558199225347,72.77822395424818,11
18.036196751745,71.98666832534288,13
19.43422517371887,73.09192335354943,7
18.798883493206734,71.73886418795618,17
19.642600444682884,73.86891144961541,2
19.42591386211619,72.38184443243145,12
18.934453978608815,72.98104369028555,10
18.237885653738434,73.05495908439153,18
17.636637497782722,72.56698552366633,11
18.59813654313968,73.32802442132774,16
19.770758914891125,72.37258670903972,17
19.192684369717185,73.58416756771152,19
17.87883509915921,71.58861828777792,18
19.155862833266063,72.91374162159177,3
19.346785641755954,74.54503609915245,16
18.20452830741898,71.89970180785498,6
19.138352595350977,72.19002952652762,12
19.0523878466014,73.26251706469301,11
17.971326731952438,72.96162360374564,15
19.322008624313455,73.1155670893462,15
19.504706073731413,73.2402684171329,16
19.974746118857748,73.37124932170559,10
19.948421846831412,73.79872985776059,12
17.760097568838617,73.16883679123566,13
18.15595746407639,72.58286811084331,4
19.463531740487795,73.40531633108246,7
19.46240735582099,74.50989374140569,2
19.463542917675444,72.68062962825569,15
22.46745834158925,71.92292362579641,8
19.51380145962385,73.79637260235828,7
20.02200907616254,72.69165695244176,15
19.85860158714388,70.84459740858736,14
19.586252126175218,73.56267950943537,8
18.716257679823688,72.31820463264147,12
19.68307229844394,72.71852004592625,13
18.304457306916184,73.09878229751212,11
18.78686325393399,72.97144971180116,17
18.56317280695381,73.43850663542513,17
19.07368672544769,72.40806226648714,4
21.08319271000616,73.26179521835847,8
17.319461326667426,72.56640799017447,5
19.617634171337063,73.46492943279875,16
17.548555715929314,73.35383073561175,4
18.575261320789508,71.95810516815986,15
19.98005553727063,73.77738390455752,12
19.057852017185915,72.31763289939735,5
18.030029699863626,73.52725201845303,16
18.356226661666028,73.1305585820612,14
19.61163797404121,74.4543653091156,10
18.342670031454578,72.59888061586533,7
19.194812730623777,72.48561488349362,13
19.041014655913433,72.78252235470104,5
18.413559687154766,72.52713819544915,3
20.929549680392793,73.51994771174785,15
19.57052712008621,71.34532045240707,4
17.177371672008153,71.85168582276827,15
19.167808883292484,71.83897737057872,14
18.404392181708452,73.65527683277621,19
19.767190001316603,74.33955203532373,13
18.28673133541057,72.70599570331628,10
18.89673720267979,72.64806044912899,5
19.454488551082413,72.86304694680186,6
19.77917967475311,73.84569047234737,4
17.9197332336498,71.96538217922848,2
18.698948887743146,73.01453208446131,16
18.57254921995514,73.67767786680419,18
18.412003690683658,73.25098475294585,5
20.58890881625299,72.97062345493886,4
19.36448353986486,73.70094148331043,13
17.86520444109846,70.36709093630068,19
19.826075752349297,73.41008778757781,2
20.90994057731137,72.21133188518532,13
19.929218734496033,71.15243039282919,11
17.63256703064139,73.26008233957248,4
18.564189334420373,74.03629269064666,15
20.140220034267962,72.67629633683508,4
18.363097480943097,73.65758709248264,9
19.399437485331607,74.25105043218977,7
19.697170648086402,73.98342300822564,19
18.165762575579727,74.27596807643425,19
18.94642717954438,73.4679147419647,6
16.082859393937834,72.86789027501143,6
18.07805112279914,71.35823076929255,15
18.772688663746155,72.57854376068305,15
17.876995136231635,72.04107806421543,9
20.469170173538473,74.75384844574803,4
17.71287275983543,72.64170276881089,18
18.603959961972716,72.91088432610603,18
19.11766651955748,73.29633683843642,5
20.297145960159504,72.8392422017352,11
17.707724063938503,74.32554593638767,5
20.046847376939464,72.23961557443899,4
19.009209754917627,72.97514670971351,12
18.116642214056846,72.13177647287175,2
19.415893126836945,71.61197973990136,13
19.17915372601612,72.24940781818525,10
18.459804810557085,72.76666688265642,9
19.062821876491018,72.41362799793447,10
18.653217762824415,72.17682111811352,7
19.10216561072612,71.53431428269535,4
19.59591760706894,72.72520498463417,19
20.42741513453082,71.44575166337209,10
17.885966051055835,73.48405036732063,3
20.91973003719064,72.87419577764105,19
17.243120980429747,71.48820365048157,2
18.863393414467975,72.52171183065512,10
19.52948548583612,72.12305923496847,2
19.25289268096153,73.08725705937727,2
18.439570432161467,74.00640540142082,17
18.812689974678452,71.11234477731882,16
18.55629915880705,72.90352347123267,16
18.46957171875021,72.65588048399002,14
19.764641887318923,73.40420606880542,7
19.321313937368544,72.99187696541392,11
18.376381364265413,72.12322760143506,1
19.809639887889926,72.51285145790004,11
19.276569568788947,72.08357672887686,4
19.731575906955065,73.76840642473874,7
19.56666595773125,72.81918048380474,15
18.253904490170136,74.5110716171777,18
18.495837063822727,72.74540526756684,12
19.672564244610935,72.16243390978057,17
19.549333238890117,71.43765704664845,1
18.981188565432266,71.17717429136965,11
19.105594644977902,71.37427765129506,1
20.149898406209584,73.04041398591033,15
18.467585750047753,73.25785252090694,10
19.492387643053036,71.37692836817108,7
18.818026612809497,73.6055344826685,2
18.804086917095503,72.3652450534849,10
19.98889916678847,72.932113710787,4
19.742874714089226,74.25099856542988,12
19.732158672400576,73.60715538427898,19
20.174930926438897,72.55832241688475,11
19.018903457469484,71.99792699712624,8
19.613757674165466,70.86336613880363,18
18.72075991906589,72.15276201268182,11
19.291749717239597,72.60998278505507,11
18.882871251069083,71.91153842556393,13
19.087296368493448,72.68186872961692,3
19.535641322893223,72.8691666946629,12
18.263601385089874,72.59762961637273,3
20.883148548116914,72.21499767725888,10
18.09458435665027,72.95178920477005,17
17.90723024849104,73.19774658461246,2
20.04229978615006,71.81864083030143,17
19.71249642456664,74.06983914177164,16
19.56170783534694,72.71127068094417,2
19.565510958337853,72.81696466065036,6
18.988977904437778,73.4373929809309,10
18.19247106566275,73.00989451813714,10
19.068224102374355,73.65782297052192,8
18.390554459639098,73.05841174868164,1
19.877607760075975,72.2488063628236,13
18.867648356648075,73.1253531726855,9
18.257052522886738,71.7706464134114,10
18.710752742512305,72.89770373519887,15
19.371638308848063,72.77009300841998,5
18.492647902476424,72.6126948284547,16
18.26000164399021,72.68431623970496,13
19.219318490342722,71.10633585905212,18
19.22046991399785,72.30614758303314,11
18.543751142165984,72.883560411027,9
18.57606552494351,72.94387075279765,16
19.208844943621873,71.87509237316664,2
17.69672409265241,73.93913705677822,2
17.7332826030611,72.02044263660694,12
18.35340020087281,73.67251148047406,8
18.80789756345934,73.18447492568451,9
19.279816809038206,72.21839542114057,12
20.327820595254597,74.39777980334856,9
19.77189366088182,71.72572685141917,10
18.856055323032916,73.627238756249,2
18.98288541288758,73.70052408623867,16
18.097723571825973,72.19644181183102,7
18.98333817760685,74.0532187700579,2
18.740207224971876,72.57495813686094,1
19.29044670430428,73.05982426635187,19
18.255492150802908,73.0342896548941,4
19.467411862817055,72.67912213267651,2
20.37946502170232,73.5297274458438,14
18.90211586638883,73.514139848497,2
19.361540549889046,71.22632122408564,15
19.62112959254,73.97390621859033,12
18.638901575302746,71.30375721076788,5
19.201683233629375,73.72929158390748,7
19.011333160703614,73.81403462314482,10
19.087908488693948,71.81813021280632,14
18.30429119453008,72.43026714084087,14
19.02205915683305,71.80486579836266,5
19.448198462120907,72.60657107274014,18
20.306029247015537,72.52276914423283,14
19.863343743476687,73.5016944790424,2
20.937864211760402,73.97927787150765,12
18.309387193400756,74.05611542971096,6
19.78508857304861,72.29404877607952,4
19.165007805164517,72.61170031362992,13
20.970822639895903,71.28490562700114,4
18.272531543180364,72.07471694015342,14
18.2442503420373,73.66836646978771,16
18.46054661910038,74.2540245411934,4
17.088493848121175,71.68908601530806,1
18.526820480487316,72.2667821667624,13
18.31678060460167,72.77623481873697,4
19.135354407828586,73.05214504293764,18
19.307580378199443,72.07135683207052,6
20.688553755294297,73.18165494001768,3
19.855381454367446,72.37354458763618,13
18.48078670990384,72.78699295620955,16
18.191426795786477,73.29165582320333,5
19.442727254355855,72.80578004282984,4
17.811790113681422,72.40725269852608,8
20.64831288926892,72.70135117646674,19
20.06149610864916,72.7204733367152,14
18.577741913105765,72.46699007310609,7
17.45817892381821,72.56708354359961,14
20.21848513674887,74.23878245345425,6
18.896914139272646,73.30482750314711,12
20.114034680776115,72.53406771377375,16
17.56501510708507,73.42725896405966,17
18.460562479341604,72.49956245921959,13
19.004719329746365,73.85581217382797,14
19.042282534388267,73.13267797297829,7
18.594941075668682,72.70342807039619,14
19.560564939112748,73.20294523322924,15
18.039141613555664,71.38621146313835,12
18.871858463480837,71.78590927798118,17
19.108266068540708,71.72546749424085,9
19.462994950652874,72.92864878528734,15
19.64045339028,74.35926349953658,12
17.987822117345917,74.80817013157336,2
17.61929724633794,73.37424599129668,5
20.149909139708658,73.25076002745001,13
19.299082610781632,71.17904803926253,8
18.3263621170991,72.31159358023938,14
20.39603677797027,72.09099462328258,15
19.10410717086357,72.24123716157399,11
20.061367465657444,72.64867056327368,1
19.060766633269097,72.37511848007259,3
20.85467313239379,71.0186301706618,17
20.579806758198885,73.47311923050577,19
18.775932266368834,71.83453127683417,14
19.87441385585892,73.01532217770003,8
19.580838354626632,74.66667440277497,13
20.231768401779114,71.97255386757222,3
18.131568885477908,70.5227412295283,5
19.617446313998595,72.5425962003079,9
19.95258203816463,73.79086367149871,6
17.417134462219195,74.56251270879854,2
17.935067338600803,71.69340536499283,13
17.16469104001591,73.24702930091287,5
18.7575338489999,72.38122058889795,8
19.645788030216366,72.70464648112628,1
20.352121346886424,75.17990901231533,12
19.0666853023778,71.44732670444436,11
20.46575399101416,73.02836569534512,7
17.757908687606598,73.22092385458889,15
17.466955804580362,73.77720769244542,11
18.950007070993042,72.8881848381238,16
19.345658904045376,73.07724548555369,3
18.970574726715316,72.44751628932039,14
17.13930210996411,73.0422142471206,3
18.91979196443849,72.49112695205233,1
17.825977449545633,73.35941470087045,15
19.602705293947036,72.46735069756073,1
19.329938421487164,73.13939035451196,17
18.15410819230538,72.77366346768352,2
18.537519774396976,73.81344522569495,6
18.046707830299944,72.75374564877036,8
18.943588812454145,71.2042707786138,16
19.859628088451114,73.93572935064259,19
18.11284655829801,71.98484092922364,1
19.45364186396606,72.21161029521606,3
18.522768143464802,72.26390483536085,3
18.28641445096389,74.03699428385373,5
18.903672676040898,70.87789320741918,12
18.068281909822563,75.62397368029399,12
18.501715625187536,73.75045112815944,13
17.921909896670037,73.00091502271624,9
20.76825261962475,72.75059539944534,7
19.031737196774557,73.05699866737189,4
18.370247042806675,73.2690101855414,19
19.1925819196608,73.38069402735505,19
18.898904755278252,73.3000440194031,6
18.8011273604201,72.88062261312972,13
19.552750030039082,72.6223954217234,11
19.681756939042575,72.66385404471184,13
18.522548967150524,72.62458254768258,13
18.481763583419788,73.82039308718035,15
18.75245347256352,73.33420105005277,13
16.928270951737975,70.15365022880215,11
17.636328044021305,73.39031069887679,19
20.23018684070007,72.9752625752469,8
20.480470942151154,72.78316211919869,8
18.77586756439926,72.45033339222,10
19.51890126675019,73.8117014479874,16
19.280125139089183,73.65277381591056,19
21.770992727609713,72.10441009895875,11
20.00761742029112,73.16634705841207,13
18.88487416766731,71.92550893891284,9
18.140013603459618,71.55834365168997,19
17.554198311768186,72.23595449786903,16
19.1831172722805,73.57615412514448,7
18.319284329244127,73.65781254083848,19
17.719971661362095,73.26177687808756,12
18.418084404181727,73.4525862081632,15
18.026606796747046,73.26456045840347,14
20.518427471565307,72.22266656429935,11
19.793475781254507,73.18873029020655,10
18.992824622815043,73.52036857270491,11
20.331949725001024,73.47886219683221,6
19.069631476882858,73.87002203432718,2
18.224844218804563,73.43747346248095,11
20.370811669542693,73.11630338678742,19
19.485019039316192,73.76313521448478,6
18.06647846110619,72.77613086667584,14
18.82869518972475,72.00631281389505,6
18.211943571953718,72.65323973245061,17
17.755480242132098,72.1295876196742,10
19.833559792778477,72.19233955252305,1
20.718474976423117,72.66993319635603,3
17.741289183562774,72.08682207110003,8
19.506672313021514,72.52283462332485,8
18.414421687790355,71.09574679974159,15
18.561587154611775,72.99196433663565,7
18.466845468185017,72.801084927826,11
18.222408307288166,72.06462023203862,7
19.043669465150344,73.39332110158917,4
18.252144895230067,73.6438131238639,12
19.243411143201854,71.35319612206791,6
18.954785701495776,72.11354769929041,14
18.784946757820233,72.10777188519143,12
18.18319270416256,71.95408720900203,11
18.4809058024885,73.54652735773857,19
19.67985210324318,72.62555647510447,5
19.450825468861943,72.56193664282044,14
18.120200279681303,70.99652387203392,16
19.089399074886302,73.3718762271883,13
19.67624841103461,71.68466744463187,4
17.497535246990765,72.85393936723969,11
19.489024173141942,73.04963924416236,17
18.403638616948736,74.02459273625479,7
19.513538801733844,71.6220616407928,14
18.313066759111734,70.08243905976126,11
17.375606109401932,72.96546459027832,9
17.535211805905153,74.42046006335977,13
19.043276451995244,73.9150517176455,18
19.233750251549335,72.98869347374716,11
18.186115037406033,72.35752743293115,15
19.574733212899638,73.52641033697358,19
17.504631943957936,71.92380842026597,1
18.940528181217417,73.22872199242059,4
17.91008542021379,73.25492314324997,14
18.413347502978056,73.75418891674899,14
19.04265880418477,75.28369403501996,3
18.225627971244442,73.15317437046089,17
18.65390001019316,72.34193273686324,3
19.905663528292997,72.77698311902721,16
18.480797317429165,71.20783168559979,14
19.752122900858627,72.17475818201984,13
17.983263830808145,72.43164580569821,15
19.476823760123754,72.32832044185886,14
20.297411758592112,72.93711938483035,19
16.77551994988544,72.05982206085602,6
18.28279427007657,73.80892760059203,10
19.519364914462486,72.80018635842637,15
18.817259152561306,72.79162971097524,6
19.33403128603418,72.50489475513837,10
18.456413331955762,72.93967161547307,7
19.07793080872561,73.54258843820087,17
18.85989048814713,72.01958280586018,18
20.051003855493825,72.20769515983227,17
19.228978758971092,72.526646574101,9
19.303842395867683,71.5887161688741,10
18.62931073048978,72.06266792625065,10
18.561154398334757,72.3714012138098,7
18.610697630962342,73.58695026264145,16
19.35500692814047,73.03630519610174,18
18.621113967261763,72.97423092023078,6
19.26079737120677,73.56580816595117,1
20.867860718780896,72.67636539044054,1
19.78401223308852,73.15141836493599,12
18.706578821048943,72.70710042236075,2
20.08109252994755,73.03882611445967,4
18.632732164280604,72.27551720814958,17
17.16568791833993,70.60506455755122,4
18.092722320174335,72.67914875403233,11
17.31628727107673,74.08047332248994,4
18.683637864362822,73.63359386201743,1
19.016576541270595,73.66885773613205,7
20.508793581047755,73.9125176496256,18
19.294234636387745,72.87979183186529,9
18.80280952407202,72.97758413666503,3
19.74646502306514,72.24411329410908,8
17.009978221892904,72.51553442957565,19
19.21205310229771,73.35419403479402,4
19.69377867449827,73.88349599345193,18
17.66927237879814,72.6744983518871,11
20.029378638886236,72.39482966163372,14
19.304646766744973,72.80047516297094,18
18.62624087748928,73.3410860740362,16
19.569503679495657,71.50053066547981,3
21.043623572023957,70.73343714217648,15
19.163679629552647,72.30451683545758,4
19.2233985276703,71.70135881667726,5
18.58657519041378,72.34267382211742,17
18.235140067481687,72.66699771306428,7
19.747302234889823,72.39207643187929,16
18.22952455668202,74.10722078102367,14
19.064409613497453,73.09407028814209,16
18.570108297911396,73.07042692364975,7
19.431081843171754,73.35998642963906,9
19.300295894758253,71.7750501939973,4
19.93378594983211,73.73520060867824,11
18.54098524103073,72.73181214211809,2
18.757112558235967,73.40343255551709,12
18.119112655795924,71.83532849026386,12
18.6001360659315,71.40161711058553,4
19.339570443740367,73.53610069222252,18
19.681289754980817,73.13876857348777,7
18.17005120824014,71.98815360107824,1
19.782645328095093,72.01730322685277,13
20.220074072924454,73.8128913059733,6
19.37209141290133,71.7295292964194,6
20.689116231302258,74.27840565793036,12
18.303589720806784,71.98944133881692,8
17.879810767019723,73.37455273304754,19
17.399151775986148,72.50424337182591,5
20.346439880340263,73.3428686879741,18
19.58892909071865,72.31029739809722,5
18.94997379618059,72.65348638453493,10
19.251971763687838,72.83682725785614,1
17.98705985743146,71.89803128979668,10
21.201176781655143,73.46674191087811,5
19.116299063777706,72.33810779017557,12
19.098455315144403,72.59426007619398,7
19.653189961508822,71.90508556285234,9
19.432908308563043,70.49389970708421,12
19.20149562185122,72.62807501365984,1
18.28857299009922,74.97135387945163,11
19.424321521422396,73.50614385910822,15
20.69382204682753,72.78266565823904,2
20.21087804153948,72.56339825371256,7
20.43386796397546,72.82021930353083,12
18.539905891211934,73.29240720365769,18
18.109355661767278,71.73726846622203,3
18.886791771910318,73.80288952520198,7
19.050152421059824,73.44384318389712,11
19.984772366623854,73.44636715313713,18
17.476781833256663,73.19462816492876,12
20.37659528751455,72.81765499192458,6
18.85779289127891,73.40557511237013,5
18.615807037047322,73.33263272036724,1
18.08910606226585,72.48136336015308,12
17.510628995320808,72.28375840439278,11
19.740853525565722,72.89167066573579,4
19.065986170469564,74.19411813634566,18
17.83903519023305,71.68480363191149,4
17.834429105142746,71.4792272608228,17
18.697793770638885,72.94828475711286,2
20.502119372760454,72.84579893167042,2
18.766367783772754,72.95600749793337,12
17.647171342193705,73.01955787811765,6
18.77883124232265,72.59911797082867,10
18.754548787227098,74.14087709474187,16
16.572802021352587,71.35918641937113,14
18.95113462013397,72.05435267769778,7
18.792158922812188,72.70707071586585,19
19.626585728332078,71.32113006996124,17
20.66406048545081,72.64173103601114,9
20.01390852659298,74.29532314915521,13
18.75800017850065,72.81879783946636,5
18.004126682132497,73.00763081514681,5
21.316023822924876,71.66585171134467,10
19.05329659061304,72.24527473276447,10
19.01253636272165,72.46232325770845,7
18.978287421600996,72.51405641291939,15
19.17827628469107,73.9534794155034,7
18.870075629268452,73.30192195465261,15
18.48370419380779,71.79968783875667,3
18.507826952883647,73.0218543005888,19
18.970522056805603,73.2483995736471,10
18.51091770597961,73.82613413466913,15
18.35843879559055,74.22248661791153,3
19.095787204922708,71.88641522735492,6
18.77052050432123,72.07022823991069,12
20.35359368972442,71.66817992697685,15
16.61412717244629,72.58938212680371,6
19.982356166730217,73.2197225370017,13
20.121476673247866,73.68860106493018,19
17.133948790832665,72.73164407872173,3
18.691581165327687,72.51213722907063,8
18.66570322060379,72.93658219302387,8
17.73323947475396,72.04837138853297,15
18.299964981168213,74.68058484952529,4
18.000481739080755,71.35310507559375,19
20.577043399081262,72.96626652100615,3
19.842110553832715,74.62124559730667,13
20.144399585494742,72.80611986010399,8
19.649504857638913,72.62896486849866,16
17.983853405904494,72.4782991194706,13
18.527931760348203,72.63764748641383,3
19.440437105105126,74.03556362720887,16
17.90008497199725,70.80932427980343,9
19.641698587155147,74.1800903311667,14
18.78370714165768,71.51843856279487,13
18.662661273205362,72.56001290368903,7
19.639863971383143,72.4136800217312,15
19.399836980337437,73.32969794279364,7
18.67513045076283,71.36168808330463,6
20.043396823027823,73.21595539947374,2
18.027043005160092,74.62187866095816,9
19.554342046249836,71.57314339586647,17
19.533791132171544,72.97073555084935,5
18.721408204617408,72.20421603998305,12
19.293519720017905,73.18329848557373,1
17.873997781253227,72.81723299967418,10
19.83162431728621,72.22266178186013,11
18.83358807720131,73.23908505638397,16
18.529549281532866,74.42391329880806,14
19.944108303253202,72.62818658744543,8
18.366090678511515,73.44778214793337,17
17.732384833272796,71.63605433791595,18
17.599033743828485,71.9392072608638,12
19.545408956211077,73.22516565009234,17
17.847613582753347,74.13570442568236,14
20.579314763785927,73.12005201390708,16
17.12626353290465,72.51824777252916,14
20.526810731461033,72.79936226488101,9
19.189915720482357,71.67463303942725,4
18.91295819931665,73.34406379371983,11
18.509572821871945,73.59409975609107,6
19.359222502916865,72.39311870045023,15
18.966128767817636,72.37696206701645,5
19.99297169381487,73.03929040668685,11
19.102804883795837,72.40695223756346,18
19.13527158531569,72.74048064683676,13
18.67274900900753,74.68974961024986,11
18.94874893865104,72.5776768693286,14
19.277021592002853,72.4774938631809,18
17.460848446609038,72.21721237492835,19
17.78663312010486,73.46977277434993,15
19.668937684620442,72.6368982441037,9
19.15377889431515,72.21556426551071,8
18.83441499728259,73.98917362904571,1
19.016590539758855,74.07764270406227,4
19.312823534825505,72.25961879083516,14
18.514216287721574,71.12011404377544,2
18.299525747137917,73.70676232085323,16
19.176260729587913,72.183833156816,3
18.11946450014647,73.51156303924648,8
19.367427480143025,71.02690656405935,6
17.467674756185943,73.60333760446937,16
19.92624007359308,71.7099452636473,16
19.425337734171737,73.45768770715986,7
19.230426760882487,72.81284576105278,13
19.884421885550964,71.94145452254301,13
20.49892700001632,72.43366731836589,5
19.912933058516316,73.41768661126103,18
17.343213191801517,72.89530500780371,15
17.84838072993787,73.32597168242523,18
18.437663280073888,74.57879652606394,2
19.02348194518975,71.39218254946005,10
19.465893118422212,74.25549131747177,13
18.34683056816188,72.89392034377089,18
19.16809008802937,71.99109435650918,15
18.32015536088201,71.6027177368349,12
18.449633977307247,72.62979164830067,15
17.7340050128366,73.62948510073201,13
18.169090078500187,72.68520579166022,18
17.7834838549453,74.16003943722261,15
18.1217140723204,71.49394187895359,11
19.948277616947056,72.78911994693854,19
18.145541000051253,71.6728459000282,3
21.369143858353652,73.12726869436247,7
19.4439861107928,73.59819865108757,14
19.166352511325385,72.42131438568705,14
18.227477997836907,70.45620752903558,13
19.63027889146809,72.97905333211685,12
18.481925956386004,73.19306469656016,9
19.109808833180825,73.16386527946553,1
21.304076084441917,73.91220397263993,19
18.913546090247817,71.83605168831585,11
20.03434599365711,73.4121944949054,19
18.367141217386703,73.87325676123018,18
18.968510358552734,71.19927117439413,12
20.59372057207196,73.08768664332707,1
18.43572964799101,72.3462381520931,19
20.631203702197237,72.72662959420852,17
19.636976741909926,73.1129088351845,5
18.49377990169516,72.3614942922978,3
19.569166965149968,72.19186272875454,2
19.875299004664058,72.83073717573922,3
19.559628965995476,71.82147865502347,8
17.58679775209859,71.82275738400332,16
18.34557654175762,73.41143595466085,6
