lat,lon,hotels_count
16.16841011203606,72.83089319119925,19
16.03586530027524,72.99132655984366,12
15.205746503547699,74.63569109329754,13
15.876159706306215,72.98329279796889,16
15.820231266800809,72.87784246740372,8
15.35692944242256,74.36572500792286,10
16.10671458176654,75.09104808727494,6
15.42317036346329,75.33161180322031,15
14.954526429803536,73.74235383500555,17
15.700499256019835,71.67612928798755,11
15.818678607714546,73.69859681981109,19
13.41581114390342,74.68868987377542,10
17.1783550172756,73.09647335847569,18
17.481393381232163,73.43738711639037,9
14.915675045905994,74.05511091451378,9
15.930975698751853,74.67254037853498,18
14.752227231837075,73.15760508677079,6
14.336593119558126,74.59285550908476,16
15.178847486032934,74.33736728903953,12
14.529680287088176,73.66094267353593,2
15.87389201130134,74.38251182268908,17
16.115461062909098,74.54739401086553,9
16.732402714284248,75.00081768350512,5
15.533159491113809,74.90144165933256,17
16.10422354962613,73.0447859552376,15
15.772958413714074,74.17730607759802,7
15.701570602746031,73.81276547290041,19
14.800981287947018,74.10010170706585,6
15.332281527708538,73.87498717523509,4
15.242895363863116,73.95580251622803,12
15.913376697239421,73.83344911891975,19
14.02495983916567,73.40549574190425,6
16.236364143999563,74.01262582820068,14
15.313648622714183,74.48766964010079,16
15.033537603569762,73.71126818284203,5
15.74147540420279,73.48026590217813,5
15.483667568961042,73.99153784123796,17
15.61110860160867,74.10545873574301,4
16.41591557535711,73.3602235079932,11
14.246694007830131,73.56032154771788,6
14.526546857029057,73.05353251564276,12
15.112376250553588,74.07611301104733,11
16.478648250727847,73.61316922835427,9
16.053443709986485,74.80644673775187,13
15.413530460455759,74.21053068855751,15
15.923703391037616,74.3279395713104,3
16.087915963404658,73.95628555802368,5
15.862637645097143,74.46287661915547,19
16.258902641922283,72.70937914952285,15
15.62280767918825,73.83264430537447,7
15.8431032947493,73.62737585454995,3
15.847147191057894,74.64763564843994,8
15.212826380265906,72.95243632043538,13
15.406212091516618,74.00374331968388,16
15.855970514160589,74.74883805730823,8
14.816839278037314,73.7819693260063,9
14.992773017922834,73.77817388384425,2
15.316951314242305,74.04486053043573,1
15.53795311412689,73.7002898518619,13
15.486245852839849,74.1337271382637,13
15.487856840680088,74.62688152467919,11
15.594255088210199,74.0766595165384,10
15.336131075498269,73.83487721836948,6
15.02215540240319,74.40537722557549,16
15.525251526102819,74.91964849118906,6
15.94714424268643,73.39754368496237,13
16.10239813625571,75.18055153412342,12
14.106603484696462,73.44584541972617,8
14.805936040126852,74.11304299109021,3
16.16058935918845,74.07917321740037,13
15.30429600580889,74.12002731462692,1
14.215465426364387,72.69968814827543,10
16.3551823970529,72.98050940208681,15
16.204179533011626,73.57047979638398,11
14.672005871854433,73.38710783326368,16
14.679306240364875,74.20752123252092,3
17.587541439196762,74.68206154240362,9
14.858064530252557,72.40738557122071,7
16.351726889233383,73.03409235197705,16
16.58113482698713,73.46600080831323,7
14.483550559590743,73.05036677123664,8
14.862034967427254,73.60212481530563,5
16.222052966025014,73.23423311150052,6
14.546148110304308,74.17745137887117,9
14.750118536437459,75.73507694767595,5
15.362898065546565,73.2353737370666,9
15.412392326234318,74.71242770285369,10
16.26346035664572,75.67908432130434,6
15.894090039366938,73.36393156863154,1
15.644603894948215,75.34467212541753,13
15.396914691372901,73.21893295797346,5
14.764565904794622,74.69803453586964,19
16.35137894619286,73.26950210557247,16
15.597387290378125,72.52866535417998,15
15.9589195432589,74.55609067883157,14
15.65486200675792,74.19245515401343,14
15.578758780867387,73.77040714925765,4
15.572790396266237,72.66835354746183,7
15.502873240641359,74.74660608057573,15
15.400995214797732,74.58508584831382,5
15.08069961245523,72.54565009689587,1
15.872157741513462,73.9795204072278,19
16.28704638142535,74.20585749130541,18
15.66838866258291,73.02383492624212,14
16.62334942010684,74.52301962961866,2
15.177932896710047,75.56938013164032,4
17.002808109384368,74.57304422972342,7
15.81015726928094,75.04734228954008,1
13.559565256830876,74.45083415827182,12
16.83852002720487,73.0275818837863,1
14.833922188863577,74.40615555217458,14
15.64638078418631,72.8992862148249,6
15.857758871553276,73.4500730632773,1
15.548469110013944,73.63234549333593,2
15.42095432985705,73.55285712445178,17
15.051121181750068,73.24786637646483,8
15.14099142882731,73.62515370474384,18
16.33195114691041,73.71602200976774,17
14.78820026983357,74.70309582113036,16
15.537530077841001,74.100803363852,15
15.996917049620384,74.49625280543015,15
14.761850828076932,73.63683849061768,12
15.827015239718394,74.47734768166417,17
16.233687122406767,72.45213921577475,18
15.7470771524677,72.90498532112946,8
16.287880437936575,74.50697476854036,9
15.471066746511234,73.38462870252383,15
14.906878705725548,73.87578412759973,13
15.3928874987801,72.1640312380086,5
14.544722901262524,73.53309409831333,1
17.163121384454126,72.92625730975814,12
15.494362809111198,73.3245945287327,1
14.182680264788711,73.88610233476355,17
15.04381272617768,73.87163134775929,2
15.359532542893641,73.63071896225132,7
14.605125709541841,74.43240816128883,3
14.59667544434594,73.49256824421161,18
15.25910538500468,73.61562815881422,14
15.878500819218635,72.96308520533174,10
16.164906297515007,74.64960625537587,7
16.280977115138878,73.2313576178095,14
15.087549011985422,72.81217198291371,3
13.627649835046949,72.94985598649244,11
16.744906099375452,73.93761160644073,15
15.347718430935597,73.73332724443767,19
15.194143480104486,73.6436069439636,12
16.367987856011077,74.50320214922348,5
15.281626658069994,73.11154265442875,9
15.843512550043398,74.14637742596116,7
15.672236113335831,73.86622851677053,15
14.633897167124045,74.08539365569789,1
14.738951429308933,73.8795457219995,1
15.344637704499462,73.27549866143411,6
15.488384766902897,72.24246043185555,5
15.064820735961199,74.36855181627769,11
15.058559876749808,73.79394699991057,11
15.44963834234525,73.88555652083487,14
15.007364090116944,73.77881186065962,8
16.12472960466432,72.76294449484897,14
15.711488332521435,73.95866399461086,9
15.130753677359893,73.82099090101252,11
15.912057245952257,73.74971214392404,11
16.431053637260607,75.00141067384455,16
15.624302411317611,73.88535865044616,12
14.488223475453626,73.71282528925815,7
16.60086358735355,73.6936336251592,3
16.66855410121294,73.05059200660467,12
16.367876837024987,73.89765057114013,6
15.941166071503059,73.9893640197864,19
15.855148469211594,73.3363414430945,4
15.599794937966001,74.32061839353969,10
15.56767366679541,74.14067786963007,8
14.686602206356227,73.71974951832628,10
14.701061874091325,74.38023563414657,16
14.884290725855273,73.53060980356567,11
14.093955657844797,74.35851691386532,4
14.626751349595928,73.45781136497973,13
15.495988832415454,74.90627479298035,3
13.93594602376918,73.39089418795702,3
14.83348389954571,73.68993290099051,17
15.337925964793774,73.19391308253338,7
14.963852127113887,74.18441849630516,11
15.265552100621393,73.00383464843344,4
15.699852373855787,73.71785831120907,16
16.172718004138613,72.83233346537055,7
14.983903897129636,74.17592084618958,16
15.286532360124717,74.21332892154415,18
13.951908529204882,73.88736103380083,12
15.915016272606811,73.42920866727269,9
14.896546164418211,74.28588093263754,10
15.740042444571746,73.14039035621805,4
15.279418539775822,73.27939894051057,6
17.062227094864,74.28337443259328,19
16.781381295424094,74.18120872181991,18
15.94003462523881,74.18409032717248,12
15.798820643339887,75.40845208150071,18
15.678353088824261,73.91954553018333,3
15.177936457742767,73.52002119945801,18
14.959252172192343,73.70051588534135,2
14.84140684092623,72.33049952045621,19
15.056570708093007,74.0706642078162,17
15.793944816840723,74.78920895380581,11
15.33304747286818,73.55703105665128,13
14.068372663981092,74.71742689474169,9
17.295705110394046,73.12127157395267,17
15.385687517314011,73.25587520327687,13
17.00483790529877,73.25318300704215,13
15.21839672311927,72.77502621402346,2
15.32760369495976,74.82061549086625,17
16.149264846999454,74.16061039705242,5
15.290665308858193,74.2347649118179,14
15.78124656624789,73.29304462913301,17
15.269705427067914,74.35769653435065,6
15.165409593696527,73.44460874515964,9
16.575478177765852,73.47684262191828,12
14.655467347903905,74.55066709648976,12
15.142788352473652,73.20765546167881,7
16.778162635562673,73.1012089419322,18
15.269392945603384,73.01797826985947,5
14.470205778762404,73.69760535984997,11
15.930396894111116,75.24348890490528,14
15.475125458690108,73.61806827944187,7
15.814661348628567,72.889714229406,11
15.545955493742559,73.36248011430295,2
14.726311716081247,73.47437619109321,17
15.667186890181183,73.83298885983818,15
16.386890172630686,74.05417316549801,1
15.149194155087152,72.3337262488134,13
14.879965243111183,72.94352281649373,6
15.37858849053986,72.89039154024076,2
15.353606281577406,74.5137116974631,2
15.275108456650615,73.08979045075884,10
16.36469672684855,73.99571205452303,18
15.669641390267685,74.12606570792983,12
16.660196157172393,73.44666173477114,19
15.65894562820375,72.10064616364745,13
15.752551224037722,74.62053343924374,8
17.025765966611996,74.71704670368663,16
15.740144414472482,73.78551539556653,11
15.321260682392378,73.32152229802806,4
14.840868055820723,75.05667614412143,17
14.901921254001781,73.29943422156123,8
15.208046756227668,74.3564992893509,1
15.325107038843472,72.75345058056334,3
14.055697147031536,74.12111494980822,13
15.48872861480659,72.89074855825599,1
13.590440070279804,74.06506592089252,2
16.39367320950817,73.80252026306485,5
14.178250583500091,73.54371778925552,8
15.629282140493709,73.52416817909472,17
15.601949219780517,74.55849270679447,2
16.43960997529021,73.74034932195686,8
15.595729908018503,74.07656483078799,11
15.430534431851873,75.79308866306523,19
15.720604883035621,72.924417540363,13
15.13091951339847,73.26065082087335,7
15.141406280598698,72.64453449859033,19
15.649811105906815,72.61170594404469,6
15.294606126356527,75.133881699997,13
15.948953626658312,73.50662747988412,17
14.883074329419278,71.95629622666823,4
16.166436663303745,73.60214297673875,11
15.829169352421054,73.45421049823213,17
15.517904578897513,73.06542773754772,1
14.421845691605418,73.49120870598712,11
16.08638885927694,73.91034479288216,19
16.873759638807723,73.51290959663487,13
15.175190738269048,74.39641844933895,14
16.101374828188643,73.75690594836591,16
15.41975134775386,73.809414323684,14
14.732125633283378,73.6653646176483,7
14.962940913607849,72.936308244601,5
15.42503583382636,72.96426764307758,9
15.817344605038974,73.88448893749485,11
14.477790900970598,73.2692380451915,18
15.006429069939625,74.21849840795076,9
15.523082897248367,73.56540523228823,9
14.617824209755598,73.25897963220999,6
15.774623094442067,73.98123733133296,6
16.706655819483093,73.81906475583213,4
15.428914193059429,72.63999569907003,11
16.014567954846694,72.52587110370506,2
14.60694009179466,74.1998798089906,12
15.058552934787823,73.28020139057337,8
16.196203561127746,73.90628035525548,13
14.545060692842622,73.9627036896725,4
15.00311107380164,74.64232327700283,9
16.30003104265076,74.95469697353683,16
15.073030290021634,72.99918127225381,2
14.100065828335804,73.69553837381956,19
15.105397774094305,73.71352092463196,5
16.72068061977938,74.86332095457573,14
16.50781400614854,72.79238791154414,11
15.44471587244219,74.80490122070769,3
15.336660696352775,74.1938382606961,9
17.15136244685177,73.41545321753875,5
14.844882970417567,74.4106007988481,18
15.05080154000092,73.53756191498839,9
16.2415617884208,72.66875372836567,9
14.893546152443259,73.88468464904723,2
15.756700487693427,73.61498607915611,6
14.634530420387932,73.46015737631498,4
16.543127142740403,73.2465363486594,1
15.197341740527762,74.230800209354,13
15.045263832863013,73.78957175927543,5
14.909836025926795,73.46715064780213,14
14.695127257649311,73.37532082679476,14
15.255435876450456,73.47800154960407,19
13.849146898618779,73.39217037627013,1
14.736898779570867,73.5153950642262,18
15.511823104736479,74.30867653624067,7
15.561731341797906,73.54000057518908,17
15.45056722038047,73.90735199694257,3
14.968707834657785,73.53066760278732,1
16.55954164491516,72.55815340421331,1
16.108436616447957,73.95292866214754,12
15.42712342916369,73.29863470100743,13
15.419331208230236,74.26697500558973,4
15.167998678516604,74.95852895099141,15
15.04984315266284,73.33710305107937,17
15.390307460798331,74.4336547212539,6
16.16165431427146,73.5115406451868,13
15.187220443599736,73.5847087602371,7
16.396331755941546,74.06447488879878,5
15.044346340966252,72.42338423738154,11
16.543950362404725,72.59300968320807,5
15.291887858878582,73.84018611383993,1
15.97626722509864,71.96699638067449,13
17.093061524002078,74.55968580383457,12
17.192809468050175,74.7345310197609,14
14.560460686859354,74.04753698531911,1
16.223593093936795,73.7085068056138,13
14.839084012245607,74.57628015279998,18
15.762663004294518,73.47461132243029,17
15.842174935106069,73.5361027980261,8
16.102855610186435,73.70390881411238,8
14.60419240508385,73.22073580315862,8
14.674966709625695,74.70409267122979,17
14.920808088068732,74.68241289900959,12
15.908247511086659,73.1413643685516,11
15.67190587652037,73.2752166086261,17
15.788048701158589,73.55551130670092,7
14.676463970573252,74.64145937805564,10
15.617215428826096,73.55188444365336,17
15.038776698659106,73.91006132650128,18
15.069158070768818,73.05294410709827,17
15.41041321487813,74.86535841570566,11
14.438897305099035,72.98156290725866,9
15.871361581755684,73.511934739809,8
14.496742365120951,72.60560708939529,11
15.212147987967086,74.6644999424306,4
16.01925390076416,73.7780409362053,19
14.44195172263835,75.04503448117404,8
14.518034057397843,73.11338899470708,9
16.224906469913734,74.5345106089505,14
14.747580893849046,74.07542216488599,14
16.17746661637853,73.24467511364871,1
15.807506429895685,73.33854010956401,15
14.562076899214297,74.18345075818195,8
15.619845604441899,73.77334906860567,5
15.81708171413078,73.32089351446571,19
14.523893342052455,75.02377248825917,16
15.542549907135317,73.83108324819935,10
16.085013608011142,73.53745414158062,11
15.442769736676397,73.04285068725221,5
15.604886903192742,73.43571418975037,10
15.401955424906694,72.29990025309543,16
16.21643687121608,73.80140065417574,4
15.432018807620882,74.31329960904613,1
15.011578048071831,74.80465594024106,15
15.342821934455769,73.50774580039325,7
14.405335881737935,74.13557976335372,4
13.390025117131112,73.55766092384886,14
14.92046018682373,72.54682066636262,5
16.56692255940748,72.36987933299386,17
16.213184067996156,73.72356296714052,4
14.349843217710614,72.38164916087545,5
14.765629464767919,73.62126419018732,17
15.063254105402573,73.50020357160552,11
15.36628029557453,72.56730397749355,4
14.77866663874476,71.89906514434567,15
15.071245882508101,73.28393605891597,7
16.217346284796303,74.82718296552335,5
14.800176984653156,73.97373855598946,14
15.893337236389911,73.27645755887922,1
16.033342229374046,73.22670550218909,7
17.179036556164423,74.03127251974938,13
15.01887091991143,73.84836084376515,13
14.717290345957586,74.25656745490186,1
14.296065754203264,75.02056570314993,15
15.962330635080253,74.56113923120692,2
15.79999859151452,74.54527677574448,8
15.427540433438672,73.70160900322666,8
15.72619362338827,72.20375347068223,14
15.558084817120095,72.28340133693835,4
15.2139347447797,74.11295936625804,13
15.265004289037249,73.37993003782852,5
15.43224386205719,74.92128725264617,14
17.215928625410562,74.79710618898181,18
16.13733673819737,73.8569066541912,10
14.684435606986579,73.43264503080881,4
15.778001353336084,73.13197480474561,7
15.49508408676059,74.9004827716209,4
16.76408753166894,73.8881214511492,11
16.38116098285399,73.27986654427833,11
15.429498446139226,73.70912425127301,12
15.480180854515854,73.60661119228266,15
14.704398213383952,75.03439957471872,5
15.958480570154162,73.92039269889037,8
16.30257907785792,73.81146300425098,11
15.585224687480709,72.8420717952437,18
15.685162655577852,74.1241677951749,18
15.271444781067554,73.83015223676169,6
16.11725108999815,74.17079166394839,18
14.561174631308605,73.83707709949012,19
14.717030793645995,73.55771392180566,14
16.150362586016396,73.8347400304722,11
14.51261320187788,73.25912995580957,7
15.056558660542988,73.90796991494673,14
15.305047778387198,74.7037641847029,16
15.829828167734489,74.41730014679442,13
15.607743555516643,73.59583041105658,6
13.345591559140944,73.65384612119674,15
15.906695462263595,74.20977215256227,5
15.345323420066686,74.06097821726088,17
16.246575803582353,73.79943298843432,5
14.821112626598746,73.41028047511588,18
16.60302454652144,73.17848701203447,10
14.677111734606722,73.1692092118818,19
15.176154499124914,73.68687263414157,2
16.382118070093625,74.03581178210831,16
17.07849136935619,72.59712177858316,13
14.678409212541094,74.31193666509094,19
17.245354692596646,73.05387546812683,3
13.834217733940122,73.32072172590182,18
16.029145934301514,73.62202133610967,14
16.732993560293288,74.06896177741328,7
14.77761394965039,74.85537189292772,12
16.36021424611539,73.47430282645375,17
15.142121129746705,74.55659800269983,12
14.975090103961707,73.51851661938211,3
14.550719361357249,74.73067751511292,8
15.444807239280758,73.75023274229378,18
15.6001545267379,72.75960759378037,15
14.66431350756695,73.30092654013794,19
16.49706443125971,73.8069387903966,13
15.07454531174689,73.65385348287381,16
15.473056272549599,73.0890732343099,15
15.662194253569183,72.87509384751692,11
17.597065763429224,74.35993392354565,13
16.397864453146703,72.18360406578076,14
16.07090386042924,74.15307614012112,13
15.191001508124925,73.03109581224194,8
15.761715636945548,75.126541365289,11
15.833978869940854,72.38365327593365,14
15.478413113273998,72.3272487203951,19
16.170665475332196,73.50178724889567,15
17.691736249230644,74.5109511841635,10
14.722960322145875,75.32288628193909,4
15.789701676140833,74.49123989243827,7
15.773780800097414,73.90149603557387,6
15.334061322316249,73.11973203834272,1
15.03139902128637,73.26489212701937,11
14.995173134436103,73.33825866719543,19
17.068997111097442,73.51519888537202,3
15.61098102857893,73.62251152921921,3
16.20928153558691,73.93946012294025,1
15.304090904314515,73.39142809623023,10
15.803081353905343,73.91267001593333,14
15.861580234589152,74.06428295609378,17
15.332621534262827,73.03207836988688,2
15.68478138106731,72.92411539670059,14
16.39866278632838,74.56804341086642,5
14.721085375127588,73.8867828064038,7
15.658020160678635,73.69441621403296,15
15.900597426089634,72.80234112926338,19
16.058880275357183,74.33854968832564,6
16.171919161527203,73.79868457507679,4
16.006923223838946,74.84698355720458,14
16.336161734432277,73.93477051834058,1
15.216150179398172,73.61868203879854,8
16.520990236252185,73.368173042771,6
15.586529397986066,74.90557012659548,15
16.111474007577865,74.49346923832582,6
14.583683895711388,73.95476293103117,15
15.964135729588932,74.45930206304666,1
15.60796588314848,74.0355740417437,10
15.289539428581609,72.53207895707929,4
16.40601478911069,74.45899731314802,14
15.657105088129109,74.29024110472125,12
15.641151607161826,73.03454950579399,16
14.499976417858925,74.21107491493689,7
15.019748835748217,73.21407010172712,7
15.628801168610067,73.50127815556087,7
15.027965968598936,73.9059974344896,6
16.516378843284887,73.86989533816931,19
15.294616260048047,73.74270727313139,15
14.82514307214399,72.66457093861763,10
14.718614887180959,73.83233063870898,12
15.40665804081576,74.97080647490296,8
16.095920200903112,73.98928958147229,4
14.842391350245556,73.67475162466447,7
14.768225821054397,74.28352356451563,3
15.096698835372663,73.90492481685041,8
15.452803813922802,73.50494664361356,13
14.760050912431133,74.44026875453127,13
15.58488144484124,73.98360955371336,16
16.589478055512593,74.0851065060299,16
15.490409981563094,73.66075807819661,2
15.214399593810706,73.73019748762323,3
16.28280715257756,74.35867808180825,15
14.693717291050351,73.44610506710039,17
15.871440123577141,75.42441411016806,2
15.518765263264001,73.38696212528093,17
16.684766057904778,73.37390127472072,6
16.377873714419394,74.52495168352289,11
14.130977192418827,73.7837311596082,5
15.646546001500182,74.21939722535825,6
14.4784840354128,74.86269565000023,3
16.29845900360383,74.08485358535779,4
14.832998756997302,74.034555246869,15
16.050900710411703,73.4139140224062,17
16.306042994684507,73.20484000687149,3
14.224772731180915,72.72372968582836,16
16.531476786856377,73.30055567378727,16
16.28603854610138,73.46769952528798,1
14.762655786800067,73.27912145282848,11
16.31291894981086,73.62198142097442,1
14.660835444733623,73.46775119452991,7
16.135994863988426,74.39031149162635,9
15.436139947672014,72.88293354440589,13
14.506229901952056,74.49293757960999,6
16.533296016784714,74.27742554350503,17
16.531575381626183,73.1535563239607,6
15.634709728002905,72.90788922495975,2
15.515730953627395,74.19243376951702,3
15.21925654738818,74.19101491374134,6
15.887255953331227,73.24531723169004,19
15.78618567640656,72.87270688462823,1
16.568453909845875,73.51887722965543,16
15.647141622316616,71.55271844148224,8
16.47990126024223,74.18224895382234,16
14.197699289091238,73.35707771393614,4
16.0673115328844,73.93878055420916,15
15.624577264765032,75.05467673848491,14
15.751287287977272,73.52492097737945,1
16.772929911313415,74.27437566120405,1
16.27498527303191,73.62049611844044,4
15.254770555879503,73.49022909731363,15
14.903405584546014,74.86911877809821,6
14.158568913097426,73.41148976775665,4
15.815247238655493,74.18334905161649,4
16.36094844792708,74.02080629425315,10
16.387654337245205,74.09318002617643,7
15.21750052043673,74.23842748570702,6
16.375600759604946,74.16179574942969,4
16.389417755300407,73.40513496588486,13
16.176165468875983,73.49792407136553,11
15.536744962388669,73.99254191971154,9
15.468305410525003,72.50163659888149,8
15.874525222899779,74.05638468729623,10
15.977596231609393,73.39647211055127,2
15.167802274302096,74.5310207695465,3
15.246731725361773,72.427281288164,2
15.68830302520157,74.12500950361142,18
15.067021640299082,73.98942552410898,11
15.144150275621927,73.90839942931828,1
14.268095947535295,74.72389254366217,5
14.793651801605346,73.81069663926542,7
16.021110268913343,73.9766658618419,18
16.204937488131602,72.94658972003343,5
15.472523136024575,73.8898915036114,6
16.053544537966125,73.62061393240599,1
13.93813697493325,73.60979518296548,17
15.799643628977945,72.6814684570849,18
14.478541550911334,75.01074390294863,4
14.912040351520979,73.1311641793339,17
15.95447009294437,73.59506985536467,13
16.073367536201125,72.75968619146848,5
14.166282152298926,72.78612109382274,4
14.332778883621014,72.79834417416538,5
15.030402083038544,74.884452888378,9
14.24573381861077,72.67537002509309,13
15.210301801358764,73.39832998051958,9
16.10666758089762,73.51976482450165,4
14.413559805416838,73.28364406634434,14
16.908891402292344,73.19134342824994,2
15.317517729724672,73.49932912388357,18
15.760533792162123,72.93338984321208,19
14.780176626905138,74.4521057189723,2
16.228977140947,74.88992646208906,9
15.66369575243412,74.6751157093402,14
15.67815232842285,72.45241117624587,12
15.770740908891616,72.404268761959,5
14.59460952614928,72.70102919519348,2
15.787394544289889,74.17688125094263,8
15.993003105928132,73.43482423103683,7
14.428470533564823,75.47792661270778,7
15.311368548148847,73.8171616271101,8
15.284736084846546,74.54769557663262,4
15.529683873650093,74.55986540164716,1
16.005136228610855,73.10072640641917,2
16.072693692401632,73.212188452902,4
15.430123229500671,74.88112254094835,9
16.16910726179267,72.60283240333142,3
14.535772851329831,73.68792201385253,1
15.682967727833818,74.28801645291855,5
14.090132049313343,74.13364468348728,11
15.151394623598005,73.52224632502546,11
15.83721541400331,73.49284980604223,11
15.99990063637554,72.91860230424045,15
15.705712890835466,73.1560951561338,1
16.601842824550534,74.94148072846248,11
15.57599442748516,73.94252325731176,6
14.306912627970222,73.36991577722048,17
13.908415060452137,74.23262649238116,18
14.805550769833536,73.4785832001149,11
14.801110650174577,73.03500320613362,9
15.526280881665288,73.39191797465696,12
15.114052826159602,72.80950800167227,13
14.833747694716596,74.91633882917229,3
15.092033471864106,74.23918662473207,4
15.263372636592859,74.23394833242797,16
14.914951543973082,73.42253169826282,4
15.527260741596534,73.75828022763044,12
16.163187744120425,73.45230102329292,10
15.04588853883726,72.81020713954153,13
15.55801412505213,74.43102786513987,6
16.948835091637516,74.35617561191982,8
15.67155168179168,74.07833813836044,11
16.263267514688085,73.81897092321151,17
15.169203256906787,73.17978994945368,6
16.3183233200584,74.0332403979392,15
14.937443114590609,73.1186063913589,13
15.921145570827731,73.21451967847038,9
16.254044196874,73.12380730784353,15
16.579494623388282,73.34244057933354,19
15.587944435631282,73.2742663935024,19
15.311020329179339,74.31044238864855,10
14.531992239535223,73.0908755163226,5
15.44852921069197,73.79088661211286,15
16.062950317694156,74.22523878221558,3
15.988613007412232,74.64939202018003,16
15.48636686436287,74.06805075718957,5
15.759423326528939,72.4673971058808,5
16.66969564699809,73.63916699158378,2
15.97681376529831,74.299944317348,8
15.336167107264625,73.11156690313237,17
15.498095639847207,74.73011422415905,3
15.972933119488255,74.71461584925281,1
15.916070085480323,74.1520878824751,10
17.07998663787576,74.46856725301085,16
16.655476066936636,74.64655181042578,13
14.782457049877575,73.84404127788494,6
15.044759754876534,74.41510177886298,13
